true_smooth,fit_smooth,rep,resolution_stride,resolution_label,fit_type,n,loss_per_obs,success,n_iter,fit_s,est_sigmasq,est_range,est_nugget,true_sigmasq,true_range,true_nugget
0.3000,0.5000,1,1,x1,sigma_only_nugget_free,256,2.2618,True,4,0.0112,20.4168,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,1,1,x1,range_only_nugget_free,256,2.2569,True,4,0.0169,12.0000,0.0406,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,1,1,x1,nugget_only,256,2.2570,True,3,0.0088,12.0000,0.0800,2.9172,12.0000,0.0800,2.0000
0.3000,0.5000,1,1,x1,sigma_only_nugget0,256,2.3402,True,8,0.0250,66.9752,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,1,1,x1,range_only_nugget0,256,2.3013,True,7,0.0172,12.0000,0.0128,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,8,x8,full_nugget_free,32,2.6607,True,47,0.0136,12.2001,0.0157,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,8,x8,full_nugget0,32,2.6607,True,10,0.0018,12.1984,0.0157,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,8,x8,sigma_only_nugget_free,32,2.7557,True,4,0.0009,19.3921,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,8,x8,range_only_nugget_free,32,2.6651,True,2,0.0013,12.0000,0.0184,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,8,x8,nugget_only,32,2.7023,True,4,0.0008,12.0000,0.0800,6.4761,12.0000,0.0800,2.0000
0.3000,0.5000,2,8,x8,sigma_only_nugget0,32,2.7891,True,5,0.0024,27.9640,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,8,x8,range_only_nugget0,32,2.6607,True,4,0.0033,12.0000,0.0156,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,4,x4,full_nugget_free,64,2.5020,True,21,0.0242,8.4777,0.0211,1.8121,12.0000,0.0800,2.0000
0.3000,0.5000,2,4,x4,full_nugget0,64,2.5024,True,10,0.0059,10.2993,0.0168,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,4,x4,sigma_only_nugget_free,64,2.5585,True,4,0.0022,17.9030,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,4,x4,range_only_nugget_free,64,2.5154,True,5,0.0023,12.0000,0.0299,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,4,x4,nugget_only,64,2.5268,True,5,0.0031,12.0000,0.0800,4.3435,12.0000,0.0800,2.0000
0.3000,0.5000,2,4,x4,sigma_only_nugget0,64,2.6037,True,7,0.0039,32.3848,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,4,x4,range_only_nugget0,64,2.5063,True,6,0.0074,12.0000,0.0192,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,2,x2,full_nugget_free,128,2.3557,True,11,0.0229,5.8059,0.0377,3.4462,12.0000,0.0800,2.0000
0.3000,0.5000,2,2,x2,full_nugget0,128,2.3802,True,10,0.0149,9.2661,0.0118,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,2,x2,sigma_only_nugget_free,128,2.3951,True,4,0.0068,16.6675,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,2,x2,range_only_nugget_free,128,2.3765,True,4,0.0068,12.0000,0.0371,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,2,x2,nugget_only,128,2.3686,True,4,0.0041,12.0000,0.0800,3.4239,12.0000,0.0800,2.0000
0.3000,0.5000,2,2,x2,sigma_only_nugget0,128,2.4780,True,7,0.0121,46.0747,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,2,x2,range_only_nugget0,128,2.3881,True,7,0.0160,12.0000,0.0152,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,1,x1,full_nugget_free,256,2.2508,True,13,0.1058,6.6063,0.0298,2.7270,12.0000,0.0800,2.0000
0.3000,0.5000,2,1,x1,full_nugget0,256,2.2825,True,12,0.0614,9.3900,0.0086,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,1,x1,sigma_only_nugget_free,256,2.2738,True,4,0.0185,19.6664,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,1,x1,range_only_nugget_free,256,2.2612,True,4,0.0113,12.0000,0.0354,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,1,x1,nugget_only,256,2.2585,True,4,0.0112,12.0000,0.0800,3.0709,12.0000,0.0800,2.0000
0.3000,0.5000,2,1,x1,sigma_only_nugget0,256,2.3625,True,8,0.0194,70.0242,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,2,1,x1,range_only_nugget0,256,2.2876,True,6,0.0186,12.0000,0.0110,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,8,x8,full_nugget_free,32,2.5644,True,16,0.0044,4.5404,0.1181,6.7052,12.0000,0.0800,2.0000
0.3000,0.5000,3,8,x8,full_nugget0,32,2.5845,True,10,0.0018,11.1914,0.0252,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,8,x8,sigma_only_nugget_free,32,2.6160,True,3,0.0006,13.2500,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,8,x8,range_only_nugget_free,32,2.5905,True,4,0.0015,12.0000,0.0393,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,8,x8,nugget_only,32,2.5941,True,6,0.0010,12.0000,0.0800,4.0543,12.0000,0.0800,2.0000
0.3000,0.5000,3,8,x8,sigma_only_nugget0,32,2.6587,True,5,0.0008,21.5440,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,8,x8,range_only_nugget0,32,2.5855,True,3,0.0013,12.0000,0.0266,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,4,x4,full_nugget_free,64,2.3913,True,18,0.0134,9.3834,0.0334,0.9226,12.0000,0.0800,2.0000
0.3000,0.5000,3,4,x4,full_nugget0,64,2.3917,True,11,0.0080,10.2987,0.0279,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,4,x4,sigma_only_nugget_free,64,2.4034,True,3,0.0010,11.8217,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,4,x4,range_only_nugget_free,64,2.3997,True,4,0.0012,12.0000,0.0617,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,4,x4,nugget_only,64,2.4016,True,5,0.0024,12.0000,0.0800,2.4150,12.0000,0.0800,2.0000
0.3000,0.5000,3,4,x4,sigma_only_nugget0,64,2.4370,True,5,0.0014,23.2023,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,4,x4,range_only_nugget0,64,2.3943,True,6,0.0031,12.0000,0.0324,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,2,x2,full_nugget_free,128,2.3401,True,11,0.0155,8.5671,0.0476,2.7605,12.0000,0.0800,2.0000
0.3000,0.5000,3,2,x2,full_nugget0,128,2.3628,True,9,0.0106,11.0882,0.0174,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,2,x2,sigma_only_nugget_free,128,2.3543,True,4,0.0041,15.9271,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,2,x2,range_only_nugget_free,128,2.3457,True,4,0.0071,12.0000,0.0466,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,2,x2,nugget_only,128,2.3438,True,4,0.0047,12.0000,0.0800,2.9696,12.0000,0.0800,2.0000
0.3000,0.5000,3,2,x2,sigma_only_nugget0,128,2.4214,True,7,0.0054,41.1457,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,2,x2,range_only_nugget0,128,2.3634,True,5,0.0054,12.0000,0.0188,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,1,x1,full_nugget_free,256,2.2373,True,11,0.0801,9.4861,0.0382,2.3241,12.0000,0.0800,2.0000
0.3000,0.5000,3,1,x1,full_nugget0,256,2.2695,True,11,0.1505,11.4289,0.0121,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,1,x1,sigma_only_nugget_free,256,2.2461,True,4,0.0193,19.3155,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,1,x1,range_only_nugget_free,256,2.2392,True,4,0.0140,12.0000,0.0406,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,1,x1,nugget_only,256,2.2424,True,3,0.0110,12.0000,0.0800,2.7998,12.0000,0.0800,2.0000
0.3000,0.5000,3,1,x1,sigma_only_nugget0,256,2.3227,True,7,0.0165,64.6682,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,3,1,x1,range_only_nugget0,256,2.2697,True,6,0.0174,12.0000,0.0127,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,8,x8,full_nugget_free,32,2.4286,True,15,0.0044,4.3908,0.0700,4.1422,12.0000,0.0800,2.0000
0.3000,0.5000,4,8,x8,full_nugget0,32,2.4400,True,10,0.0056,8.5073,0.0269,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,8,x8,sigma_only_nugget_free,32,2.4542,True,3,0.0018,8.2789,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,8,x8,range_only_nugget_free,32,2.4676,True,3,0.0007,12.0000,0.0734,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,8,x8,nugget_only,32,2.4677,True,5,0.0008,12.0000,0.0800,2.1654,12.0000,0.0800,2.0000
0.3000,0.5000,4,8,x8,sigma_only_nugget0,32,2.5105,True,5,0.0008,16.0174,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,8,x8,range_only_nugget0,32,2.4599,True,3,0.0041,12.0000,0.0373,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,4,x4,full_nugget_free,64,2.3458,True,15,0.0190,3.3721,0.0935,4.4349,12.0000,0.0800,2.0000
0.3000,0.5000,4,4,x4,full_nugget0,64,2.3588,True,11,0.0085,7.7904,0.0172,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,4,x4,sigma_only_nugget_free,64,2.3872,True,2,0.0010,9.5132,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,4,x4,range_only_nugget_free,64,2.3878,True,4,0.0030,12.0000,0.0605,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,4,x4,nugget_only,64,2.3853,True,5,0.0019,12.0000,0.0800,2.6925,12.0000,0.0800,2.0000
0.3000,0.5000,4,4,x4,sigma_only_nugget0,64,2.4593,True,5,0.0029,24.2612,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,4,x4,range_only_nugget0,64,2.3837,True,5,0.0053,12.0000,0.0268,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,2,x2,full_nugget_free,128,2.2718,True,13,0.0311,6.7210,0.0225,1.5579,12.0000,0.0800,2.0000
0.3000,0.5000,4,2,x2,full_nugget0,128,2.2778,True,12,0.0203,8.2967,0.0142,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,2,x2,sigma_only_nugget_free,128,2.2974,True,4,0.0076,13.4505,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,2,x2,range_only_nugget_free,128,2.2887,True,4,0.0049,12.0000,0.0509,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,2,x2,nugget_only,128,2.2933,True,5,0.0036,12.0000,0.0800,2.5241,12.0000,0.0800,2.0000
0.3000,0.5000,4,2,x2,sigma_only_nugget0,128,2.3575,True,7,0.0105,36.2106,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,2,x2,range_only_nugget0,128,2.2905,True,6,0.0055,12.0000,0.0207,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,1,x1,full_nugget_free,256,2.2541,True,11,0.0869,5.3164,0.0354,3.2335,12.0000,0.0800,2.0000
0.3000,0.5000,4,1,x1,full_nugget0,256,2.3052,True,10,0.0586,8.5936,0.0068,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,1,x1,sigma_only_nugget_free,256,2.2913,True,4,0.0219,17.8711,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,1,x1,range_only_nugget_free,256,2.2792,True,4,0.0113,12.0000,0.0362,2.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,1,x1,nugget_only,256,2.2627,True,4,0.0149,12.0000,0.0800,3.2191,12.0000,0.0800,2.0000
0.3000,0.5000,4,1,x1,sigma_only_nugget0,256,2.4084,True,7,0.0143,76.7655,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,0.5000,4,1,x1,range_only_nugget0,256,2.3161,True,6,0.0159,12.0000,0.0096,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,8,x8,full_nugget_free,32,2.4341,True,9,0.0094,7.3761,0.1414,4.6940,12.0000,0.0800,2.0000
0.3000,1.5000,0,8,x8,full_nugget0,32,2.5453,True,12,0.0163,11.6315,0.0281,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,8,x8,sigma_only_nugget_free,32,2.5465,True,2,0.0011,9.8532,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,8,x8,range_only_nugget_free,32,2.5277,True,6,0.0029,12.0000,0.0460,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,8,x8,nugget_only,32,2.4785,True,4,0.0017,12.0000,0.0800,4.0742,12.0000,0.0800,2.0000
0.3000,1.5000,0,8,x8,sigma_only_nugget0,32,2.8548,True,7,0.0024,75.6311,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,8,x8,range_only_nugget0,32,2.5455,True,5,0.0086,12.0000,0.0284,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,4,x4,full_nugget_free,64,2.3719,True,13,0.0372,11.4234,0.0330,1.6766,12.0000,0.0800,2.0000
0.3000,1.5000,0,4,x4,full_nugget0,64,2.3828,True,12,0.0477,12.9015,0.0227,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,4,x4,sigma_only_nugget_free,64,2.4378,True,4,0.0055,24.6608,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,4,x4,range_only_nugget_free,64,2.3727,True,6,0.0096,12.0000,0.0365,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,4,x4,nugget_only,64,2.3817,True,5,0.0110,12.0000,0.0800,3.8414,12.0000,0.0800,2.0000
0.3000,1.5000,0,4,x4,sigma_only_nugget0,64,2.6956,True,1,0.0044,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,4,x4,range_only_nugget0,64,2.3835,True,6,0.0266,12.0000,0.0221,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,2,x2,full_nugget_free,128,2.4154,True,10,0.0981,7.9553,0.0682,5.2651,12.0000,0.0800,2.0000
0.3000,1.5000,0,2,x2,full_nugget0,128,2.5808,True,9,0.1050,13.0659,0.0075,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,2,x2,sigma_only_nugget_free,128,2.6525,True,3,0.0227,25.3161,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,2,x2,range_only_nugget_free,128,2.5539,True,4,0.0266,12.0000,0.0118,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,2,x2,nugget_only,128,2.4183,True,6,0.0349,12.0000,0.0800,5.2549,12.0000,0.0800,2.0000
0.3000,1.5000,0,2,x2,sigma_only_nugget0,128,11.8992,True,1,0.0069,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,2,x2,range_only_nugget0,128,2.5822,True,7,0.0496,12.0000,0.0073,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,1,x1,full_nugget_free,256,2.2960,True,11,0.3270,9.6783,0.0315,3.7367,12.0000,0.0800,2.0000
0.3000,1.5000,0,1,x1,full_nugget0,256,2.4128,True,17,0.6484,13.1439,0.0054,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,1,x1,sigma_only_nugget_free,256,2.4367,True,4,0.0479,105.3313,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,1,x1,range_only_nugget_free,256,2.3368,True,5,0.0743,12.0000,0.0141,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,1,x1,nugget_only,256,2.3218,True,6,0.1134,12.0000,0.0800,4.5743,12.0000,0.0800,2.0000
0.3000,1.5000,0,1,x1,sigma_only_nugget0,256,42.5421,True,1,0.0230,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,0,1,x1,range_only_nugget0,256,2.4141,True,6,0.1290,12.0000,0.0053,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,8,x8,full_nugget_free,32,2.3993,True,10,0.0117,10.3007,0.1254,3.5659,12.0000,0.0800,2.0000
0.3000,1.5000,1,8,x8,full_nugget0,32,2.4805,True,11,0.0075,13.2491,0.0392,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,8,x8,sigma_only_nugget_free,32,2.4300,True,2,0.0012,11.1688,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,8,x8,range_only_nugget_free,32,2.4304,True,3,0.0014,12.0000,0.0814,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,8,x8,nugget_only,32,2.4175,True,3,0.0014,12.0000,0.0800,2.8378,12.0000,0.0800,2.0000
0.3000,1.5000,1,8,x8,sigma_only_nugget0,32,2.6447,True,7,0.0024,49.6819,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,8,x8,range_only_nugget0,32,2.4821,True,3,0.0066,12.0000,0.0378,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,4,x4,full_nugget_free,64,2.4029,True,16,0.0548,6.2022,0.8000,6.3395,12.0000,0.0800,2.0000
0.3000,1.5000,1,4,x4,full_nugget0,64,2.5197,True,10,0.0312,11.8686,0.0156,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,4,x4,sigma_only_nugget_free,64,2.5673,True,4,0.0088,22.0917,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,4,x4,range_only_nugget_free,64,2.4833,True,5,0.0083,12.0000,0.0302,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,4,x4,nugget_only,64,2.4393,True,5,0.0068,12.0000,0.0800,4.6555,12.0000,0.0800,2.0000
0.3000,1.5000,1,4,x4,sigma_only_nugget0,64,3.2700,True,1,0.0025,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,4,x4,range_only_nugget0,64,2.5197,True,3,0.0113,12.0000,0.0156,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,2,x2,full_nugget_free,128,2.4004,True,10,0.0824,8.7615,0.0482,4.5669,12.0000,0.0800,2.0000
0.3000,1.5000,1,2,x2,full_nugget0,128,2.5202,True,9,0.0987,13.0248,0.0087,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,2,x2,sigma_only_nugget_free,128,2.5832,True,3,0.0220,39.1790,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,2,x2,range_only_nugget_free,128,2.4794,True,6,0.0326,12.0000,0.0160,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,2,x2,nugget_only,128,2.4087,True,5,0.0372,12.0000,0.0800,5.0322,12.0000,0.0800,2.0000
0.3000,1.5000,1,2,x2,sigma_only_nugget0,128,9.3129,True,1,0.0102,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,2,x2,range_only_nugget0,128,2.5213,True,7,0.0492,12.0000,0.0085,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,1,x1,full_nugget_free,256,2.2711,True,11,0.3110,9.7650,0.0269,3.3284,12.0000,0.0800,2.0000
0.3000,1.5000,1,1,x1,full_nugget0,256,2.3927,True,12,0.3599,12.6274,0.0054,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,1,x1,sigma_only_nugget_free,256,2.3921,True,5,0.1986,112.0736,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,1,x1,range_only_nugget_free,256,2.2999,True,5,0.0750,12.0000,0.0164,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,1,x1,nugget_only,256,2.3050,True,6,0.0805,12.0000,0.0800,4.3773,12.0000,0.0800,2.0000
0.3000,1.5000,1,1,x1,sigma_only_nugget0,256,41.3102,True,1,0.0254,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,1,1,x1,range_only_nugget0,256,2.3931,True,6,0.1213,12.0000,0.0053,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,8,x8,full_nugget_free,32,2.6462,True,14,0.0221,1.7636,0.2783,10.5215,12.0000,0.0800,2.0000
0.3000,1.5000,2,8,x8,full_nugget0,32,2.6603,True,15,0.0110,12.2064,0.0157,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,8,x8,sigma_only_nugget_free,32,2.9723,True,5,0.0019,52.4706,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,8,x8,range_only_nugget_free,32,2.6647,True,4,0.0035,12.0000,0.0177,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,8,x8,nugget_only,32,2.7233,True,6,0.0021,12.0000,0.0800,8.9310,12.0000,0.0800,2.0000
0.3000,1.5000,2,8,x8,sigma_only_nugget0,32,3.0895,True,7,0.0026,120.9403,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,8,x8,range_only_nugget0,32,2.6604,True,4,0.0044,12.0000,0.0156,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,4,x4,full_nugget_free,64,2.5028,True,13,0.0421,6.3703,0.0209,3.8994,12.0000,0.0800,2.0000
0.3000,1.5000,2,4,x4,full_nugget0,64,2.5068,True,12,0.0332,10.2189,0.0127,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,4,x4,sigma_only_nugget_free,64,2.7740,True,5,0.0146,63.3968,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,4,x4,range_only_nugget_free,64,2.5204,True,6,0.0120,12.0000,0.0181,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,4,x4,nugget_only,64,2.5493,True,8,0.0128,12.0000,0.0800,6.5130,12.0000,0.0800,2.0000
0.3000,1.5000,2,4,x4,sigma_only_nugget0,64,3.3015,True,1,0.0033,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,4,x4,range_only_nugget0,64,2.5115,True,6,0.0178,12.0000,0.0136,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,2,x2,full_nugget_free,128,2.3565,True,11,0.0913,4.9867,0.0310,4.2393,12.0000,0.0800,2.0000
0.3000,1.5000,2,2,x2,full_nugget0,128,2.4047,True,12,0.1003,8.9534,0.0072,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,2,x2,sigma_only_nugget_free,128,2.5488,True,3,0.0211,36.0751,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,2,x2,range_only_nugget_free,128,2.4151,True,5,0.0260,12.0000,0.0139,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,2,x2,nugget_only,128,2.3853,True,5,0.0309,12.0000,0.0800,4.8366,12.0000,0.0800,2.0000
0.3000,1.5000,2,2,x2,sigma_only_nugget0,128,8.5214,True,1,0.0074,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,2,x2,range_only_nugget0,128,2.4184,True,5,0.0547,12.0000,0.0082,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,1,x1,full_nugget_free,256,2.2602,True,12,0.3202,5.5350,0.0215,3.5148,12.0000,0.0800,2.0000
0.3000,1.5000,2,1,x1,full_nugget0,256,2.3400,True,9,0.4020,10.3598,0.0050,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,1,x1,sigma_only_nugget_free,256,2.4106,True,5,0.0880,68.5478,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,1,x1,range_only_nugget_free,256,2.2997,True,7,0.1021,12.0000,0.0127,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,1,x1,nugget_only,256,2.2927,True,6,0.0937,12.0000,0.0800,4.3531,12.0000,0.0800,2.0000
0.3000,1.5000,2,1,x1,sigma_only_nugget0,256,44.1004,True,1,0.0229,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,2,1,x1,range_only_nugget0,256,2.3452,True,1,0.0185,12.0000,0.0050,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,8,x8,full_nugget_free,32,2.5612,True,19,0.0149,3.8504,0.1148,7.4291,12.0000,0.0800,2.0000
0.3000,1.5000,3,8,x8,full_nugget0,32,2.5901,True,13,0.0087,11.1147,0.0203,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,8,x8,sigma_only_nugget_free,32,2.7963,True,5,0.0018,26.8351,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,8,x8,range_only_nugget_free,32,2.5996,True,3,0.0035,12.0000,0.0258,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,8,x8,nugget_only,32,2.6081,True,4,0.0025,12.0000,0.0800,6.3683,12.0000,0.0800,2.0000
0.3000,1.5000,3,8,x8,sigma_only_nugget0,32,2.9513,True,8,0.0024,91.7250,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,8,x8,range_only_nugget0,32,2.5914,True,3,0.0039,12.0000,0.0210,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,4,x4,full_nugget_free,64,2.3968,True,13,0.0357,7.8579,0.0255,2.2635,12.0000,0.0800,2.0000
0.3000,1.5000,3,4,x4,full_nugget0,64,2.4024,True,11,0.0396,9.9930,0.0169,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,4,x4,sigma_only_nugget_free,64,2.5328,True,4,0.0066,27.8411,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,4,x4,range_only_nugget_free,64,2.4093,True,5,0.0126,12.0000,0.0283,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,4,x4,nugget_only,64,2.4240,True,5,0.0084,12.0000,0.0800,4.5386,12.0000,0.0800,2.0000
0.3000,1.5000,3,4,x4,sigma_only_nugget0,64,2.8877,True,1,0.0020,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,4,x4,range_only_nugget0,64,2.4073,True,4,0.0116,12.0000,0.0184,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,2,x2,full_nugget_free,128,2.3446,True,10,0.0850,7.4641,0.0337,3.6846,12.0000,0.0800,2.0000
0.3000,1.5000,3,2,x2,full_nugget0,128,2.4005,True,8,0.0702,10.4305,0.0089,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,2,x2,sigma_only_nugget_free,128,2.4779,True,3,0.0222,42.3590,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,2,x2,range_only_nugget_free,128,2.3831,True,6,0.0255,12.0000,0.0185,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,2,x2,nugget_only,128,2.3692,True,5,0.0179,12.0000,0.0800,4.5386,12.0000,0.0800,2.0000
0.3000,1.5000,3,2,x2,sigma_only_nugget0,128,7.2116,True,1,0.0100,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
