true_smooth,fit_smooth,resolution_stride,resolution_label,fit_type,n_reps,loss_mean,sigmasq_mean,sigmasq_sd,range_mean,range_sd,nugget_mean,nugget_sd,success_rate,fit_s_mean
1.5000,0.3000,8,x8,sigma_only_nugget0,5,2.4213,10.9754,2.4581,0.0800,0.0000,0.0000,0.0000,1.0000,0.0081
1.5000,0.3000,8,x8,sigma_only_nugget_free,5,2.4638,9.5228,2.7420,0.0800,0.0000,2.0000,0.0000,1.0000,0.0067
1.5000,0.5000,1,x1,full_nugget0,5,2.0868,15.3824,5.7360,0.0279,0.0121,0.0000,0.0000,1.0000,0.0914
1.5000,0.5000,1,x1,full_nugget_free,5,1.9562,12.8997,3.9219,0.2109,0.0891,1.7403,0.3028,1.0000,0.0870
1.5000,0.5000,1,x1,nugget_only,5,1.9781,12.0000,0.0000,0.0800,0.0000,1.4563,0.2526,1.0000,0.0206
1.5000,0.5000,1,x1,range_only_nugget0,5,2.0933,12.0000,0.0000,0.0218,0.0033,0.0000,0.0000,1.0000,0.0299
1.5000,0.5000,1,x1,range_only_nugget_free,5,1.9626,12.0000,0.0000,0.2112,0.0624,2.0000,0.0000,1.0000,0.0175
1.5000,0.5000,1,x1,sigma_only_nugget0,5,2.1064,42.2403,5.5455,0.0800,0.0000,0.0000,0.0000,1.0000,0.0314
1.5000,0.5000,1,x1,sigma_only_nugget_free,5,1.9734,6.4856,1.1290,0.0800,0.0000,2.0000,0.0000,1.0000,0.0247
1.5000,0.5000,2,x2,full_nugget0,5,2.1079,15.7055,5.3183,0.0541,0.0190,0.0000,0.0000,1.0000,0.0244
1.5000,0.5000,2,x2,full_nugget_free,5,2.0346,13.7361,4.1966,0.1840,0.0882,1.4073,0.4500,1.0000,0.0279
1.5000,0.5000,2,x2,nugget_only,5,2.0556,12.0000,0.0000,0.0800,0.0000,1.0538,0.2709,1.0000,0.0147
1.5000,0.5000,2,x2,range_only_nugget0,5,2.1149,12.0000,0.0000,0.0421,0.0060,0.0000,0.0000,1.0000,0.0131
1.5000,0.5000,2,x2,range_only_nugget_free,5,2.0515,12.0000,0.0000,0.1881,0.0660,2.0000,0.0000,1.0000,0.0094
1.5000,0.5000,2,x2,sigma_only_nugget0,5,2.1150,22.4362,2.7257,0.0800,0.0000,0.0000,0.0000,1.0000,0.0194
1.5000,0.5000,2,x2,sigma_only_nugget_free,5,2.0677,7.5792,1.4846,0.0800,0.0000,2.0000,0.0000,1.0000,0.0085
1.5000,0.5000,4,x4,full_nugget0,5,2.1822,15.7315,5.1465,0.0935,0.0401,0.0000,0.0000,1.0000,0.0089
1.5000,0.5000,4,x4,full_nugget_free,5,2.1611,14.7525,5.2624,0.1489,0.0670,0.7933,0.7977,1.0000,0.0251
1.5000,0.5000,4,x4,nugget_only,5,2.1803,12.0000,0.0000,0.0800,0.0000,0.4088,0.3743,1.0000,0.0086
1.5000,0.5000,4,x4,range_only_nugget0,5,2.1899,12.0000,0.0000,0.0713,0.0104,0.0000,0.0000,1.0000,0.0059
1.5000,0.5000,4,x4,range_only_nugget_free,5,2.2002,12.0000,0.0000,0.1689,0.0700,2.0000,0.0000,1.0000,0.0051
1.5000,0.5000,4,x4,sigma_only_nugget0,5,2.1885,14.1513,1.1040,0.0800,0.0000,0.0000,0.0000,1.0000,0.0065
1.5000,0.5000,4,x4,sigma_only_nugget_free,5,2.2210,8.7946,1.9051,0.0800,0.0000,2.0000,0.0000,1.0000,0.0045
1.5000,0.5000,8,x8,full_nugget0,5,2.3676,15.4269,5.8208,0.1108,0.0414,0.0000,0.0000,1.0000,0.0026
1.5000,0.5000,8,x8,full_nugget_free,5,2.3668,15.2437,5.7035,0.1174,0.0515,0.1393,0.3114,1.0000,0.0101
1.5000,0.5000,8,x8,nugget_only,5,2.3901,12.0000,0.0000,0.0800,0.0000,0.0674,0.1506,1.0000,0.0035
1.5000,0.5000,8,x8,range_only_nugget0,5,2.3823,12.0000,0.0000,0.0908,0.0179,0.0000,0.0000,1.0000,0.0014
1.5000,0.5000,8,x8,range_only_nugget_free,5,2.4020,12.0000,0.0000,0.1462,0.0512,2.0000,0.0000,1.0000,0.0006
1.5000,0.5000,8,x8,sigma_only_nugget0,5,2.3816,12.5828,2.5011,0.0800,0.0000,0.0000,0.0000,1.0000,0.0008
1.5000,0.5000,8,x8,sigma_only_nugget_free,5,2.4204,10.0942,2.8583,0.0800,0.0000,2.0000,0.0000,1.0000,0.0007
1.5000,1.5000,1,x1,full_nugget0,5,2.2658,12.5682,4.2129,0.0064,0.0011,0.0000,0.0000,1.0000,0.4227
1.5000,1.5000,1,x1,full_nugget_free,5,1.9448,13.1794,5.4346,0.0853,0.0220,2.0453,0.2487,1.0000,0.3727
1.5000,1.5000,1,x1,nugget_only,5,1.9482,12.0000,0.0000,0.0800,0.0000,2.0455,0.2332,1.0000,0.1170
1.5000,1.5000,1,x1,range_only_nugget0,5,2.2768,12.0000,0.0000,0.0064,0.0005,0.0000,0.0000,1.0000,0.1884
1.5000,1.5000,1,x1,range_only_nugget_free,5,1.9484,12.0000,0.0000,0.0831,0.0157,2.0000,0.0000,1.0000,0.1311
1.5000,1.5000,1,x1,sigma_only_nugget0,5,29.1501,200.0000,0.0000,0.0800,0.0000,0.0000,0.0000,1.0000,0.0317
1.5000,1.5000,1,x1,sigma_only_nugget_free,5,1.9492,12.5880,3.1620,0.0800,0.0000,2.0000,0.0000,1.0000,0.0726
1.5000,1.5000,2,x2,full_nugget0,5,2.2791,13.0326,4.0217,0.0130,0.0018,0.0000,0.0000,1.0000,0.1113
1.5000,1.5000,2,x2,full_nugget_free,5,2.0192,13.5371,4.5414,0.0867,0.0254,1.9180,0.3177,1.0000,0.1192
1.5000,1.5000,2,x2,nugget_only,5,2.0287,12.0000,0.0000,0.0800,0.0000,1.9346,0.2482,1.0000,0.0303
1.5000,1.5000,2,x2,range_only_nugget0,5,2.2890,12.0000,0.0000,0.0128,0.0010,0.0000,0.0000,1.0000,0.0537
1.5000,1.5000,2,x2,range_only_nugget_free,5,2.0252,12.0000,0.0000,0.0838,0.0214,2.0000,0.0000,1.0000,0.0289
1.5000,1.5000,2,x2,sigma_only_nugget0,5,4.8559,200.0000,0.0000,0.0800,0.0000,0.0000,0.0000,1.0000,0.0088
1.5000,1.5000,2,x2,sigma_only_nugget_free,5,2.0271,13.6107,4.6731,0.0800,0.0000,2.0000,0.0000,1.0000,0.0240
1.5000,1.5000,4,x4,full_nugget0,5,2.2765,13.8541,4.5112,0.0275,0.0068,0.0000,0.0000,1.0000,0.0531
1.5000,1.5000,4,x4,full_nugget_free,5,2.1533,13.8683,5.1774,0.0840,0.0290,1.7387,0.6433,1.0000,0.0456
1.5000,1.5000,4,x4,nugget_only,5,2.1741,12.0000,0.0000,0.0800,0.0000,1.8758,0.2820,1.0000,0.0173
1.5000,1.5000,4,x4,range_only_nugget0,5,2.2877,12.0000,0.0000,0.0262,0.0041,0.0000,0.0000,1.0000,0.0242
1.5000,1.5000,4,x4,range_only_nugget_free,5,2.1690,12.0000,0.0000,0.0847,0.0243,2.0000,0.0000,1.0000,0.0152
1.5000,1.5000,4,x4,sigma_only_nugget0,5,2.5380,169.6689,40.2048,0.0800,0.0000,0.0000,0.0000,1.0000,0.0063
1.5000,1.5000,4,x4,sigma_only_nugget_free,5,2.1694,13.7836,4.6395,0.0800,0.0000,2.0000,0.0000,1.0000,0.0147
1.5000,1.5000,8,x8,full_nugget0,5,2.3858,14.9658,5.9633,0.0493,0.0101,0.0000,0.0000,1.0000,0.0093
1.5000,1.5000,8,x8,full_nugget_free,5,2.3569,14.2931,6.2339,0.0770,0.0303,1.3935,0.6591,1.0000,0.0098
1.5000,1.5000,8,x8,nugget_only,5,2.3767,12.0000,0.0000,0.0800,0.0000,1.8989,0.4231,1.0000,0.0014
1.5000,1.5000,8,x8,range_only_nugget0,5,2.4048,12.0000,0.0000,0.0460,0.0047,0.0000,0.0000,1.0000,0.0045
1.5000,1.5000,8,x8,range_only_nugget_free,5,2.3713,12.0000,0.0000,0.0850,0.0201,2.0000,0.0000,1.0000,0.0016
1.5000,1.5000,8,x8,sigma_only_nugget0,5,2.4705,35.5523,6.4148,0.0800,0.0000,0.0000,0.0000,1.0000,0.0031
1.5000,1.5000,8,x8,sigma_only_nugget_free,5,2.3700,13.2347,4.3733,0.0800,0.0000,2.0000,0.0000,1.0000,0.0014
