date_str,hour_idx,time_key,resolution_stride,resolution_label,smooth,parameter,estimate,loss,n_grid,n_valid
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,1.5000,microergodic,23057.9968,4.6049,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,1.5000,sigmasq,15.4120,18.9942,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,1.5000,range,0.0548,18.9942,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,1.5000,microergodic,93650.5948,18.9942,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,1.5000,sigmasq,13.8531,1.4787,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,1.5000,range,0.0336,1.4787,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,1.5000,microergodic,364048.7377,1.4787,18126,17760
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,1.5000,sigmasq,14.6744,2.1990,300,298
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,1.5000,range,0.1112,2.1990,300,298
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,1.5000,microergodic,10658.6778,2.1990,300,298
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,1.5000,sigmasq,16.2103,1.8041,1160,1156
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,1.5000,range,0.0824,1.8041,1160,1156
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,1.5000,microergodic,28977.8296,1.8041,1160,1156
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,1.5000,sigmasq,13.9706,20.6238,4560,4549
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,1.5000,range,0.0498,20.6238,4560,4549
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,1.5000,microergodic,113181.4093,20.6238,4560,4549
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,1.5000,sigmasq,12.3026,1.4296,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,1.5000,range,0.0331,1.4296,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,1.5000,microergodic,339112.4893,1.4296,18126,18104
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,1.5000,sigmasq,13.6183,1.9358,300,297
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,1.5000,range,0.1452,1.9358,300,297
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,1.5000,microergodic,4452.2001,1.9358,300,297
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,1.5000,sigmasq,12.9715,3.6024,1160,1154
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,1.5000,range,0.0922,3.6024,1160,1154
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,1.5000,microergodic,16552.6372,3.6024,1160,1154
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,1.5000,sigmasq,12.3206,16.7176,4560,4548
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,1.5000,range,0.0522,16.7176,4560,4548
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,1.5000,microergodic,86695.0252,16.7176,4560,4548
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,1.5000,sigmasq,11.8823,91.3392,18126,18102
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,1.5000,range,0.0311,91.3392,18126,18102
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,1.5000,microergodic,394764.7088,91.3392,18126,18102
