method,seed_lat,seed_lon,seed_total_s,subgrid_used,selection_reason,quadratic_residual_df,lat_step,lon_step,fft_surface_s,q3_extra_s,q5_extra_s,initializer_wall_s,dataset_id,direction_deg_grid,speed_cells,signal_regime,replicate,true_advec_lat,true_advec_lon,seed_error_euclid,seed_angle_error_deg,seed_norm,true_advec_norm,seed_norm_abs_error,correct_quadrant,seed_error_grid_cells,grid_seed_lat,grid_seed_lon,delta_lat_cells,delta_lon_cells,hessian_condition_cells,hessian_eigenvalue_min_cells,quadratic_residual_rmse
M3_fft_Q5,-0.0131570319,0.0231598713,0.0023193751,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022388750,0.0000697910,0.0000805000,0.0028416670,a112_s0p75_reference_r04,112.5000000000,0.7500000000,reference,4,-0.0126285533,0.0436533079,0.0205002496,13.4660026205,0.0266361996,0.0454432795,0.0188070799,True,0.3255143091,0.0000000000,0.0000000000,-0.2990234528,0.3676170054,1.2223202778,0.2360717829,0.0184251430
M3_fft,0.0000000000,0.0000000000,0.0062595840,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0062595840,0.0001127500,0.0000885420,0.0069345000,a112_s0p75_weak_r00,112.5000000000,0.7500000000,weak,0,-0.0126285533,0.0436533079,0.0454432795,,0.0000000000,0.0454432795,0.0454432795,False,0.7500000000,,,,,,,
M3_fft_Q3,-0.0206524673,0.0270146121,0.0063723340,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0062595840,0.0001127500,0.0000885420,0.0069345000,a112_s0p75_weak_r00,112.5000000000,0.7500000000,weak,0,-0.0126285533,0.0436533079,0.0184723954,21.2629057581,0.0340046125,0.0454432795,0.0114386669,True,0.3209484562,0.0000000000,0.0000000000,-0.4693742566,0.4288033671,1.6073669221,0.1075042605,0.0019582263
M3_fft_Q5,0.0000000000,0.0000000000,0.0063481260,False,delta_outside_half_cell,19.0000000000,0.0440000000,0.0630000000,0.0062595840,0.0001127500,0.0000885420,0.0069345000,a112_s0p75_weak_r00,112.5000000000,0.7500000000,weak,0,-0.0126285533,0.0436533079,0.0454432795,,0.0000000000,0.0454432795,0.0454432795,False,0.7500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.6898253633,0.0960205345,0.0063523240
M3_fft,-0.0440000000,0.0630000000,0.0022592090,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022592090,0.0000773750,0.0000832080,0.0028850410,a112_s0p75_weak_r01,112.5000000000,0.7500000000,weak,1,-0.0126285533,0.0436533079,0.0368573217,18.7962032582,0.0768439978,0.0454432795,0.0314007183,True,0.7763089286,,,,,,,
M3_fft_Q3,-0.0220454727,0.0704461970,0.0023365840,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022592090,0.0000773750,0.0000832080,0.0028850410,a112_s0p75_weak_r01,112.5000000000,0.7500000000,weak,1,-0.0126285533,0.0436533079,0.0283995999,1.2422844977,0.0738151037,0.0454432795,0.0283718242,True,0.4761001841,-0.0440000000,0.0630000000,0.4989665285,0.1181936026,1.4538631892,0.0963044920,0.0017882261
M3_fft_Q5,-0.0440000000,0.0630000000,0.0023424170,False,delta_outside_half_cell,19.0000000000,0.0440000000,0.0630000000,0.0022592090,0.0000773750,0.0000832080,0.0028850410,a112_s0p75_weak_r01,112.5000000000,0.7500000000,weak,1,-0.0126285533,0.0436533079,0.0368573217,18.7962032582,0.0768439978,0.0454432795,0.0314007183,True,0.7763089286,-0.0440000000,0.0630000000,0.0000000000,0.0000000000,1.3915882646,0.0956467678,0.0089043034
M3_fft,0.0000000000,0.0630000000,0.0026947500,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0026947500,0.0000923340,0.0000894170,0.0033457920,a112_s0p75_weak_r02,112.5000000000,0.7500000000,weak,2,-0.0126285533,0.0436533079,0.0231035680,16.1347340429,0.0630000000,0.0454432795,0.0175567205,False,0.4203340353,,,,,,,
M3_fft_Q3,-0.0051260601,0.0555096394,0.0027870840,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0026947500,0.0000923340,0.0000894170,0.0033457920,a112_s0p75_weak_r02,112.5000000000,0.7500000000,weak,2,-0.0126285533,0.0436533079,0.0140306806,10.8586955947,0.0557458210,0.0454432795,0.0103025415,True,0.2539521761,0.0000000000,0.0630000000,-0.1165013660,-0.1188946131,1.4635940584,0.0807578023,0.0011691714
M3_fft_Q5,-0.0045450986,0.0544582335,0.0027841670,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0026947500,0.0000923340,0.0000894170,0.0033457920,a112_s0p75_weak_r02,112.5000000000,0.7500000000,weak,2,-0.0126285533,0.0436533079,0.0134940230,11.3638699137,0.0546475719,0.0454432795,0.0092042924,True,0.2513279205,0.0000000000,0.0630000000,-0.1032976959,-0.1355835954,1.4475938082,0.0775111744,0.0043458127
M3_fft,0.0000000000,0.0000000000,0.0027615000,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0027615000,0.0000805000,0.0000838750,0.0034087090,a112_s0p75_weak_r03,112.5000000000,0.7500000000,weak,3,-0.0126285533,0.0436533079,0.0454432795,,0.0000000000,0.0454432795,0.0454432795,False,0.7500000000,,,,,,,
M3_fft_Q3,-0.0111582103,0.0148488119,0.0028420000,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0027615000,0.0000805000,0.0000838750,0.0034087090,a112_s0p75_weak_r03,112.5000000000,0.7500000000,weak,3,-0.0126285533,0.0436533079,0.0288419989,20.7884711716,0.0185739837,0.0454432795,0.0268692958,True,0.4584337833,0.0000000000,0.0000000000,-0.2535956882,0.2356954268,1.2017565742,0.1276929616,0.0032720757
M3_fft_Q5,-0.0092869655,0.0161081082,0.0028453750,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0027615000,0.0000805000,0.0000838750,0.0034087090,a112_s0p75_weak_r03,112.5000000000,0.7500000000,weak,3,-0.0126285533,0.0436533079,0.0277471482,13.8304264764,0.0185935171,0.0454432795,0.0268497624,True,0.4437721413,0.0000000000,0.0000000000,-0.2110673981,0.2556842572,1.1728742486,0.1187085198,0.0105650506
M3_fft,0.0000000000,0.0630000000,0.0025715840,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0025715840,0.0000737500,0.0000835000,0.0031851250,a112_s0p75_weak_r04,112.5000000000,0.7500000000,weak,4,-0.0126285533,0.0436533079,0.0231035680,16.1347340429,0.0630000000,0.0454432795,0.0175567205,False,0.4203340353,,,,,,,
M3_fft_Q3,0.0166262697,0.0702550203,0.0026453340,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0025715840,0.0000737500,0.0000835000,0.0031851250,a112_s0p75_weak_r04,112.5000000000,0.7500000000,weak,4,-0.0126285533,0.0436533079,0.0395410644,29.4491663743,0.0721955728,0.0454432795,0.0267522933,False,0.7876313133,0.0000000000,0.0630000000,0.3778697664,0.1151590528,1.6248813987,0.0886586350,0.0018413676
M3_fft_Q5,0.0163547644,0.0693094296,0.0026550840,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0025715840,0.0000737500,0.0000835000,0.0031851250,a112_s0p75_weak_r04,112.5000000000,0.7500000000,weak,4,-0.0126285533,0.0436533079,0.0387074836,29.4117998664,0.0712128875,0.0454432795,0.0257696081,False,0.7744324562,0.0000000000,0.0630000000,0.3716991911,0.1001496761,1.5621465870,0.0866254067,0.0065821455
M3_fft,-0.0440000000,0.1260000000,0.0022567920,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022567920,0.0000711250,0.0000819580,0.0028652500,a112_s2p0_strong_r00,112.5000000000,2.0000000000,strong,0,-0.0336761420,0.1164088211,0.0140915846,3.1147918298,0.1334616050,0.1211820786,0.0122795264,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0311773312,0.1100928926,0.0023279170,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022567920,0.0000711250,0.0000819580,0.0028652500,a112_s2p0_strong_r00,112.5000000000,2.0000000000,strong,0,-0.0336761420,0.1164088211,0.0067922757,0.3230822884,0.1144223360,0.1211820786,0.0067597426,True,0.1152209445,-0.0440000000,0.1260000000,0.2914242907,-0.2524937689,1.3031754798,0.3039949272,0.0042174642
M3_fft_Q5,-0.0314955587,0.1093055011,0.0023387500,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022567920,0.0000711250,0.0000819580,0.0028652500,a112_s2p0_strong_r00,112.5000000000,2.0000000000,strong,0,-0.0336761420,0.1164088211,0.0074304844,0.0607953048,0.1137526386,0.1211820786,0.0074294400,True,0.1231620027,-0.0440000000,0.1260000000,0.2841918484,-0.2649920452,1.3319596542,0.2550310841,0.0288338692
M3_fft,-0.0440000000,0.1260000000,0.0024295830,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0024295830,0.0000711250,0.0000822500,0.0030442090,a112_s2p0_strong_r01,112.5000000000,2.0000000000,strong,1,-0.0336761420,0.1164088211,0.0140915846,3.1147918298,0.1334616050,0.1211820786,0.0122795264,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0298774619,0.1134507383,0.0025007080,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0024295830,0.0000711250,0.0000822500,0.0030442090,a112_s2p0_strong_r01,112.5000000000,2.0000000000,strong,1,-0.0336761420,0.1164088211,0.0048145846,1.3807785589,0.1173189360,0.1211820786,0.0038631426,True,0.0982758704,-0.0440000000,0.1260000000,0.3209667739,-0.1991946308,1.1689123123,0.3716337856,0.0043639926
M3_fft_Q5,-0.0292840695,0.1132987385,0.0025118330,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0024295830,0.0000711250,0.0000822500,0.0030442090,a112_s2p0_strong_r01,112.5000000000,2.0000000000,strong,1,-0.0336761420,0.1164088211,0.0053817204,1.6427812512,0.1170220529,0.1211820786,0.0041600257,True,0.1113599522,-0.0440000000,0.1260000000,0.3344529651,-0.2016073256,1.2237882924,0.3145631833,0.0276454034
M3_fft,-0.0440000000,0.1260000000,0.0022549580,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022549580,0.0000709170,0.0000810420,0.0028691660,a112_s2p0_strong_r02,112.5000000000,2.0000000000,strong,2,-0.0336761420,0.1164088211,0.0140915846,3.1147918298,0.1334616050,0.1211820786,0.0122795264,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0318232467,0.1339134911,0.0023258750,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022549580,0.0000709170,0.0000810420,0.0028691660,a112_s2p0_strong_r02,112.5000000000,2.0000000000,strong,2,-0.0336761420,0.1164088211,0.0176024627,2.7669046391,0.1376428063,0.1211820786,0.0164607277,True,0.2810249794,-0.0440000000,0.1260000000,0.2767443935,0.1256109698,1.1488537844,0.3776466612,0.0041747223
M3_fft_Q5,-0.0315223874,0.1360717539,0.0023360000,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022549580,0.0000709170,0.0000810420,0.0028691660,a112_s2p0_strong_r02,112.5000000000,2.0000000000,strong,2,-0.0336761420,0.1164088211,0.0197805355,3.0916679795,0.1396752774,0.1211820786,0.0184931988,True,0.3159251201,-0.0440000000,0.1260000000,0.2835821042,0.1598691096,1.1241627372,0.3264042603,0.0305587541
M3_fft,-0.0440000000,0.1260000000,0.0027057090,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0027057090,0.0001048750,0.0000902910,0.0033604160,a112_s2p0_strong_r03,112.5000000000,2.0000000000,strong,3,-0.0336761420,0.1164088211,0.0140915846,3.1147918298,0.1334616050,0.1211820786,0.0122795264,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0315802557,0.1200500279,0.0028105839,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0027057090,0.0001048750,0.0000902910,0.0033604160,a112_s2p0_strong_r03,112.5000000000,2.0000000000,strong,3,-0.0336761420,0.1164088211,0.0042013244,1.3964637474,0.1241342892,0.1211820786,0.0029522106,True,0.0748963467,-0.0440000000,0.1260000000,0.2822669169,-0.0944440009,1.2128875085,0.3713781151,0.0048707441
M3_fft_Q5,-0.0316775625,0.1206918962,0.0027959999,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0027057090,0.0001048750,0.0000902910,0.0033604160,a112_s2p0_strong_r03,112.5000000000,2.0000000000,strong,3,-0.0336761420,0.1164088211,0.0047264207,1.4282334340,0.1247798132,0.1211820786,0.0035977346,True,0.0817629844,-0.0440000000,0.1260000000,0.2800553986,-0.0842556158,1.1858178473,0.3276056789,0.0294984180
M3_fft,-0.0440000000,0.1260000000,0.0029201250,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0029201250,0.0000772500,0.0000830410,0.0035696670,a112_s2p0_strong_r04,112.5000000000,2.0000000000,strong,4,-0.0336761420,0.1164088211,0.0140915846,3.1147918298,0.1334616050,0.1211820786,0.0122795264,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0459314380,0.1253316607,0.0029973750,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0029201250,0.0000772500,0.0000830410,0.0035696670,a112_s2p0_strong_r04,112.5000000000,2.0000000000,strong,4,-0.0336761420,0.1164088211,0.0151594639,3.9920971669,0.1334830408,0.1211820786,0.0123009622,True,0.3124714165,-0.0440000000,0.1260000000,-0.0438963182,-0.0106085598,1.3198634185,0.3735246474,0.0034844501
M3_fft_Q5,-0.0465346931,0.1263666638,0.0030031659,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0029201250,0.0000772500,0.0000830410,0.0035696670,a112_s2p0_strong_r04,112.5000000000,2.0000000000,strong,4,-0.0336761420,0.1164088211,0.0162634857,4.0815631429,0.1346625834,0.1211820786,0.0134805048,True,0.3322459583,-0.0440000000,0.1260000000,-0.0576066612,0.0058200602,1.2904717230,0.3288714456,0.0272057782
M3_fft,-0.0440000000,0.1260000000,0.0022709590,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022709590,0.0000955830,0.0000857080,0.0029336660,a112_s2p0_reference_r00,112.5000000000,2.0000000000,reference,0,-0.0336761420,0.1164088211,0.0140915846,3.1147918298,0.1334616050,0.1211820786,0.0122795264,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0300504337,0.0980657310,0.0023665420,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022709590,0.0000955830,0.0000857080,0.0029336660,a112_s2p0_reference_r00,112.5000000000,2.0000000000,reference,0,-0.0336761420,0.1164088211,0.0186979869,0.9019827560,0.1025666426,0.1211820786,0.0186154360,True,0.3025961078,-0.0440000000,0.1260000000,0.3170355984,-0.4434010945,1.1662858906,0.2719516003,0.0048553130
M3_fft_Q5,-0.0305502322,0.0971618595,0.0023566670,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022709590,0.0000955830,0.0000857080,0.0029336660,a112_s2p0_reference_r00,112.5000000000,2.0000000000,reference,0,-0.0336761420,0.1164088211,0.0194991498,1.3197786078,0.1018515765,0.1211820786,0.0193305021,True,0.3136588788,-0.0440000000,0.1260000000,0.3056765414,-0.4577482618,1.1613464947,0.2424850750,0.0227229150
M3_fft,-0.0440000000,0.1260000000,0.0022542500,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022542500,0.0000780420,0.0000834170,0.0028883750,a112_s2p0_reference_r01,112.5000000000,2.0000000000,reference,1,-0.0336761420,0.1164088211,0.0140915846,3.1147918298,0.1334616050,0.1211820786,0.0122795264,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0250476676,0.1235066870,0.0023322920,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022542500,0.0000780420,0.0000834170,0.0028883750,a112_s2p0_reference_r01,112.5000000000,2.0000000000,reference,1,-0.0336761420,0.1164088211,0.0111727468,4.6703991845,0.1260209799,0.1211820786,0.0048389013,True,0.2261618263,-0.0440000000,0.1260000000,0.4307348274,-0.0395763976,1.1732848107,0.2660869805,0.0022771770
M3_fft_Q5,-0.0241213812,0.1240091050,0.0023376670,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022542500,0.0000780420,0.0000834170,0.0028883750,a112_s2p0_reference_r01,112.5000000000,2.0000000000,reference,1,-0.0336761420,0.1164088211,0.0122089217,5.1274091973,0.1263332860,0.1211820786,0.0051512074,True,0.2484141323,-0.0440000000,0.1260000000,0.4517867900,-0.0316015078,1.1675060775,0.2307719636,0.0199991172
M3_fft,-0.0440000000,0.1260000000,0.0023718330,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0023718330,0.0000966660,0.0000907500,0.0030240830,a112_s2p0_reference_r02,112.5000000000,2.0000000000,reference,2,-0.0336761420,0.1164088211,0.0140915846,3.1147918298,0.1334616050,0.1211820786,0.0122795264,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0320116279,0.1102370055,0.0024684990,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0023718330,0.0000966660,0.0000907500,0.0030240830,a112_s2p0_reference_r02,112.5000000000,2.0000000000,reference,2,-0.0336761420,0.1164088211,0.0063923326,0.0579886298,0.1147908607,0.1211820786,0.0063912179,True,0.1050157333,-0.0440000000,0.1260000000,0.2724630029,-0.2502062623,1.5808983675,0.2415085189,0.0031408960
M3_fft_Q5,-0.0321351499,0.1095044036,0.0024625830,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0023718330,0.0000966660,0.0000907500,0.0030240830,a112_s2p0_reference_r02,112.5000000000,2.0000000000,reference,2,-0.0336761420,0.1164088211,0.0070742941,0.2201138042,0.1141222252,0.1211820786,0.0070598534,True,0.1150539350,-0.0440000000,0.1260000000,0.2696556832,-0.2618348632,1.5566991723,0.2148016180,0.0201100586
M3_fft,-0.0440000000,0.1260000000,0.0022845830,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022845830,0.0000889160,0.0000869580,0.0029499160,a112_s2p0_reference_r03,112.5000000000,2.0000000000,reference,3,-0.0336761420,0.1164088211,0.0140915846,3.1147918298,0.1334616050,0.1211820786,0.0122795264,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0286333336,0.1330942797,0.0023734990,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022845830,0.0000889160,0.0000869580,0.0029499160,a112_s2p0_reference_r03,112.5000000000,2.0000000000,reference,3,-0.0336761420,0.1164088211,0.0174308476,3.9934215169,0.1361394692,0.1211820786,0.0149573906,True,0.2885828166,-0.0440000000,0.1260000000,0.3492424187,0.1126076145,1.2692255376,0.2913491985,0.0042824690
M3_fft_Q5,-0.0290321114,0.1334344478,0.0023715410,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022845830,0.0000889160,0.0000869580,0.0029499160,a112_s2p0_reference_r03,112.5000000000,2.0000000000,reference,3,-0.0336761420,0.1164088211,0.0176476340,3.8598649886,0.1365562718,0.1211820786,0.0153741932,True,0.2901275496,-0.0440000000,0.1260000000,0.3401792863,0.1180071085,1.3218182309,0.2583544244,0.0213135165
M3_fft,-0.0440000000,0.1260000000,0.0023101660,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0023101660,0.0001009590,0.0001098330,0.0029978330,a112_s2p0_reference_r04,112.5000000000,2.0000000000,reference,4,-0.0336761420,0.1164088211,0.0140915846,3.1147918298,0.1334616050,0.1211820786,0.0122795264,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0344006651,0.1064310850,0.0024111250,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0023101660,0.0001009590,0.0001098330,0.0029978330,a112_s2p0_reference_r04,112.5000000000,2.0000000000,reference,4,-0.0336761420,0.1164088211,0.0100040068,1.7771408512,0.1118524993,0.1211820786,0.0093295793,True,0.1592304706,-0.0440000000,0.1260000000,0.2181667021,-0.3106176988,1.0893392084,0.3293264335,0.0027619162
M3_fft_Q5,-0.0345139644,0.1050351353,0.0024199989,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0023101660,0.0001009590,0.0001098330,0.0029978330,a112_s2p0_reference_r04,112.5000000000,2.0000000000,reference,4,-0.0336761420,0.1164088211,0.0114045024,2.0555030916,0.1105603609,0.1211820786,0.0106217177,True,0.1815360891,-0.0440000000,0.1260000000,0.2155917176,-0.3327756299,1.0775823375,0.2984786256,0.0183877013
M3_fft,-0.0440000000,0.0630000000,0.0022462920,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022462920,0.0000892090,0.0000948750,0.0029000840,a112_s2p0_weak_r00,112.5000000000,2.0000000000,weak,0,-0.0336761420,0.1164088211,0.0543974651,18.7962032582,0.0768439978,0.1211820786,0.0443380808,True,0.8796295473,,,,,,,
M3_fft_Q3,-0.0494366003,0.0761475287,0.0023355010,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022462920,0.0000892090,0.0000948750,0.0029000840,a112_s2p0_weak_r00,112.5000000000,2.0000000000,weak,0,-0.0336761420,0.1164088211,0.0432361389,16.8577591362,0.0907877942,0.1211820786,0.0303942844,True,0.7326047737,-0.0440000000,0.0630000000,-0.1235590981,0.2086909322,1.3160699882,0.1232813686,0.0019440770
M3_fft_Q5,-0.0512461442,0.0787079035,0.0023411670,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022462920,0.0000892090,0.0000948750,0.0029000840,a112_s2p0_weak_r00,112.5000000000,2.0000000000,weak,0,-0.0336761420,0.1164088211,0.0415940400,16.9331249966,0.0939207185,0.1211820786,0.0272613601,True,0.7194235465,-0.0440000000,0.0630000000,-0.1646850957,0.2493318016,1.2802570048,0.1144272260,0.0082514467
M3_fft,0.0000000000,0.1260000000,0.0022852910,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022852910,0.0000765830,0.0000832080,0.0029075830,a112_s2p0_weak_r01,112.5000000000,2.0000000000,weak,1,-0.0336761420,0.1164088211,0.0350153289,16.1347340429,0.1260000000,0.1211820786,0.0048179214,False,0.7803612881,,,,,,,
M3_fft_Q3,-0.0179179705,0.1206204333,0.0023618740,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022852910,0.0000765830,0.0000832080,0.0029075830,a112_s2p0_weak_r01,112.5000000000,2.0000000000,weak,1,-0.0336761420,0.1164088211,0.0163112736,7.6853269709,0.1219440142,0.1211820786,0.0007619356,True,0.3643260932,0.0000000000,0.1260000000,-0.4072266022,-0.0853899477,1.4184478825,0.0855102913,0.0011700973
M3_fft_Q5,-0.0150027568,0.1247631007,0.0023684989,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022852910,0.0000765830,0.0000832080,0.0029075830,a112_s2p0_weak_r01,112.5000000000,2.0000000000,weak,1,-0.0336761420,0.1164088211,0.0204570111,9.2778431704,0.1256619036,0.1211820786,0.0044798250,True,0.4446301786,0.0000000000,0.1260000000,-0.3409717462,-0.0196333216,1.4426141568,0.0784222581,0.0103572762
M3_fft,-0.0440000000,0.0630000000,0.0022495420,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022495420,0.0000763750,0.0000828340,0.0028798750,a112_s2p0_weak_r02,112.5000000000,2.0000000000,weak,2,-0.0336761420,0.1164088211,0.0543974651,18.7962032582,0.0768439978,0.1211820786,0.0443380808,True,0.8796295473,,,,,,,
M3_fft_Q3,-0.0453287848,0.0889330600,0.0023259170,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022495420,0.0000763750,0.0000828340,0.0028798750,a112_s2p0_weak_r02,112.5000000000,2.0000000000,weak,2,-0.0336761420,0.1164088211,0.0298446231,10.8730026618,0.0998187753,0.1211820786,0.0213633033,True,0.5102350879,-0.0440000000,0.0630000000,-0.0301996544,0.4116358732,1.4151260941,0.0807959564,0.0028779368
M3_fft_Q5,-0.0469514923,0.0819481056,0.0023323760,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022495420,0.0000763750,0.0000828340,0.0028798750,a112_s2p0_weak_r02,112.5000000000,2.0000000000,weak,2,-0.0336761420,0.1164088211,0.0369293357,13.6754628004,0.0944454056,0.1211820786,0.0267366730,True,0.6246875174,-0.0440000000,0.0630000000,-0.0670793694,0.3007635815,1.4096536697,0.0778264836,0.0141907588
M3_fft,-0.0440000000,0.1260000000,0.0038070410,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0038070410,0.0000927080,0.0000891660,0.0044750000,a112_s2p0_weak_r03,112.5000000000,2.0000000000,weak,3,-0.0336761420,0.1164088211,0.0140915846,3.1147918298,0.1334616050,0.1211820786,0.0122795264,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0440000000,0.1260000000,0.0038997490,False,delta_outside_half_cell,3.0000000000,0.0440000000,0.0630000000,0.0038070410,0.0000927080,0.0000891660,0.0044750000,a112_s2p0_weak_r03,112.5000000000,2.0000000000,weak,3,-0.0336761420,0.1164088211,0.0140915846,3.1147918298,0.1334616050,0.1211820786,0.0122795264,True,0.2796962825,-0.0440000000,0.1260000000,0.0000000000,0.0000000000,1.6026207748,0.0986600630,0.0012719404
M3_fft_Q5,-0.0440000000,0.1260000000,0.0038962070,False,delta_outside_half_cell,19.0000000000,0.0440000000,0.0630000000,0.0038070410,0.0000927080,0.0000891660,0.0044750000,a112_s2p0_weak_r03,112.5000000000,2.0000000000,weak,3,-0.0336761420,0.1164088211,0.0140915846,3.1147918298,0.1334616050,0.1211820786,0.0122795264,True,0.2796962825,-0.0440000000,0.1260000000,0.0000000000,0.0000000000,1.6449220224,0.0858724265,0.0085343247
M3_fft,-0.0440000000,0.1890000000,0.0069385840,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0069385840,0.0000887090,0.0000870000,0.0076041670,a112_s2p0_weak_r04,112.5000000000,2.0000000000,weak,4,-0.0336761420,0.1164088211,0.0733216291,3.0294650527,0.1940541162,0.1211820786,0.0728720376,True,1.1758876989,,,,,,,
M3_fft_Q3,-0.0440000000,0.1890000000,0.0070272930,False,delta_outside_half_cell,3.0000000000,0.0440000000,0.0630000000,0.0069385840,0.0000887090,0.0000870000,0.0076041670,a112_s2p0_weak_r04,112.5000000000,2.0000000000,weak,4,-0.0336761420,0.1164088211,0.0733216291,3.0294650527,0.1940541162,0.1211820786,0.0728720376,True,1.1758876989,-0.0440000000,0.1890000000,0.0000000000,0.0000000000,1.6327360885,0.0863406336,0.0012220493
M3_fft_Q5,-0.0351393779,0.1618223001,0.0070255840,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0069385840,0.0000887090,0.0000870000,0.0076041670,a112_s2p0_weak_r04,112.5000000000,2.0000000000,weak,4,-0.0336761420,0.1164088211,0.0454370458,3.8832759219,0.1655935768,0.1211820786,0.0444114982,True,0.7216155595,-0.0440000000,0.1890000000,0.2013777756,-0.4313920626,1.4670203981,0.0891750169,0.0083128924
M3_fft,-0.0440000000,0.2520000000,0.0022638330,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022638330,0.0000837080,0.0000821250,0.0028968330,a112_s4p0_strong_r00,112.5000000000,4.0000000000,strong,0,-0.0673522841,0.2328176422,0.0302207218,6.2305508299,0.2558124313,0.2423641572,0.0134482741,True,0.6118721278,,,,,,,
M3_fft_Q3,-0.0581443329,0.2263894894,0.0023475410,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022638330,0.0000837080,0.0000821250,0.0028968330,a112_s4p0_strong_r00,112.5000000000,4.0000000000,strong,0,-0.0673522841,0.2328176422,0.0112297601,1.7306047889,0.2337369555,0.2423641572,0.0086272017,True,0.2328209226,-0.0440000000,0.2520000000,-0.3214621119,-0.4065160411,1.1112852254,0.3722087556,0.0090384949
M3_fft_Q5,-0.0567043778,0.2258457485,0.0023459580,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022638330,0.0000837080,0.0000821250,0.0028968330,a112_s4p0_strong_r00,112.5000000000,4.0000000000,strong,0,-0.0673522841,0.2328176422,0.0127273411,2.0404980665,0.2328555101,0.2423641572,0.0095086471,True,0.2661009343,-0.0440000000,0.2520000000,-0.2887358584,-0.4151468491,1.1304014804,0.3197388109,0.0415477413
