method,seed_lat,seed_lon,seed_total_s,subgrid_used,selection_reason,quadratic_residual_df,lat_step,lon_step,fft_surface_s,q3_extra_s,q5_extra_s,initializer_wall_s,dataset_id,direction_deg_grid,speed_cells,signal_regime,replicate,true_advec_lat,true_advec_lon,seed_error_euclid,seed_angle_error_deg,seed_norm,true_advec_norm,seed_norm_abs_error,correct_quadrant,seed_error_grid_cells,grid_seed_lat,grid_seed_lon,delta_lat_cells,delta_lon_cells,hessian_condition_cells,hessian_eigenvalue_min_cells,quadratic_residual_rmse
M3_fft,0.0880000000,0.0630000000,0.0031766670,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0031766670,0.0000776250,0.0000814580,0.0038231250,a022_s2p0_reference_r01,22.5000000000,2.0000000000,reference,1,0.0813013989,0.0482181125,0.0162288464,4.9279512244,0.1082266141,0.0945246202,0.0137019939,True,0.2796962825,,,,,,,
M3_fft_Q3,0.0792346609,0.0380365477,0.0032542920,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0031766670,0.0000776250,0.0000814580,0.0038231250,a022_s2p0_reference_r01,22.5000000000,2.0000000000,reference,1,0.0813013989,0.0482181125,0.0103892092,5.0279647512,0.0878914697,0.0945246202,0.0066331505,True,0.1682996974,0.0880000000,0.0630000000,-0.1992122515,-0.3962452745,1.1062846170,0.3052350113,0.0023180786
M3_fft_Q5,0.0792123899,0.0366824130,0.0032581250,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0031766670,0.0000776250,0.0000814580,0.0038231250,a022_s2p0_reference_r01,22.5000000000,2.0000000000,reference,1,0.0813013989,0.0482181125,0.0117233238,5.8229173093,0.0872937691,0.0945246202,0.0072308511,True,0.1891614208,0.0880000000,0.0630000000,-0.1997184123,-0.4177394767,1.0733405855,0.2733883182,0.0197507204
M3_fft,0.0880000000,0.0000000000,0.0022900420,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022900420,0.0001220420,0.0000974170,0.0030105000,a022_s2p0_reference_r02,22.5000000000,2.0000000000,reference,2,0.0813013989,0.0482181125,0.0486811835,30.6712687346,0.0880000000,0.0945246202,0.0065246202,False,0.7803612881,,,,,,,
M3_fft_Q3,0.0868210243,0.0290221450,0.0024120840,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022900420,0.0001220420,0.0000974170,0.0030105000,a022_s2p0_reference_r02,22.5000000000,2.0000000000,reference,2,0.0813013989,0.0482181125,0.0199737686,12.1877475170,0.0915432966,0.0945246202,0.0029813236,True,0.3295110247,0.0880000000,0.0000000000,-0.0267949026,0.4606689678,1.1045339891,0.3376515257,0.0053461414
M3_fft_Q5,0.0865625978,0.0260061196,0.0023874590,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022900420,0.0001220420,0.0000974170,0.0030105000,a022_s2p0_reference_r02,22.5000000000,2.0000000000,reference,2,0.0813013989,0.0482181125,0.0228265819,13.9493524002,0.0903847420,0.0945246202,0.0041398782,True,0.3722958013,0.0880000000,0.0000000000,-0.0326682326,0.4127955492,1.1094175385,0.3068775925,0.0288241197
M3_fft,0.0880000000,0.0630000000,0.0022745000,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022745000,0.0000953330,0.0000905420,0.0029422910,a022_s2p0_reference_r03,22.5000000000,2.0000000000,reference,3,0.0813013989,0.0482181125,0.0162288464,4.9279512244,0.1082266141,0.0945246202,0.0137019939,True,0.2796962825,,,,,,,
M3_fft_Q3,0.0902070372,0.0487135174,0.0023698330,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022745000,0.0000953330,0.0000905420,0.0029422910,a022_s2p0_reference_r03,22.5000000000,2.0000000000,reference,3,0.0813013989,0.0482181125,0.0089194069,2.3013779545,0.1025198338,0.0945246202,0.0079952136,True,0.2025535689,0.0880000000,0.0630000000,0.0501599360,-0.2267695657,1.1152735651,0.2920861222,0.0021282712
M3_fft_Q5,0.0906200558,0.0479500698,0.0023650420,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022745000,0.0000953330,0.0000905420,0.0029422910,a022_s2p0_reference_r03,22.5000000000,2.0000000000,reference,3,0.0813013989,0.0482181125,0.0093225112,2.7864707475,0.1025241616,0.0945246202,0.0079995414,True,0.2118303904,0.0880000000,0.0630000000,0.0595467235,-0.2388877809,1.0842254004,0.2634584560,0.0162739173
M3_fft,0.0880000000,0.0630000000,0.0022905000,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022905000,0.0000908330,0.0000893750,0.0029544170,a022_s2p0_reference_r04,22.5000000000,2.0000000000,reference,4,0.0813013989,0.0482181125,0.0162288464,4.9279512244,0.1082266141,0.0945246202,0.0137019939,True,0.2796962825,,,,,,,
M3_fft_Q3,0.0827801518,0.0559515082,0.0023813330,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022905000,0.0000908330,0.0000893750,0.0029544170,a022_s2p0_reference_r04,22.5000000000,2.0000000000,reference,4,0.0813013989,0.0482181125,0.0078735075,3.3836836929,0.0999155884,0.0945246202,0.0053909682,True,0.1272699079,0.0880000000,0.0630000000,-0.1186329137,-0.1118808222,1.3520517393,0.3079898465,0.0040715424
M3_fft_Q5,0.0831409710,0.0558287347,0.0023798750,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022905000,0.0000908330,0.0000893750,0.0029544170,a022_s2p0_reference_r04,22.5000000000,2.0000000000,reference,4,0.0813013989,0.0482181125,0.0078297890,3.2098888556,0.1001462365,0.0945246202,0.0056216163,True,0.1278336393,0.0880000000,0.0630000000,-0.1104324766,-0.1138296082,1.3683637229,0.2709705342,0.0223029985
M3_fft,0.0880000000,0.0000000000,0.0023002910,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0023002910,0.0001083340,0.0000938750,0.0030570410,a022_s2p0_weak_r00,22.5000000000,2.0000000000,weak,0,0.0813013989,0.0482181125,0.0486811835,30.6712687346,0.0880000000,0.0945246202,0.0065246202,False,0.7803612881,,,,,,,
M3_fft_Q3,0.0929484009,0.0035121137,0.0024086250,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0023002910,0.0001083340,0.0000938750,0.0030570410,a022_s2p0_weak_r00,22.5000000000,2.0000000000,weak,0,0.0813013989,0.0482181125,0.0461982574,28.5073411899,0.0930147309,0.0945246202,0.0015098893,True,0.7573821270,0.0880000000,0.0000000000,0.1124636568,0.0557478363,1.3287375648,0.1375403828,0.0014414366
M3_fft_Q5,0.0937645289,0.0063118769,0.0023941661,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0023002910,0.0001083340,0.0000938750,0.0030570410,a022_s2p0_weak_r00,22.5000000000,2.0000000000,weak,0,0.0813013989,0.0482181125,0.0437202721,26.8201415686,0.0939767347,0.0945246202,0.0005478855,True,0.7229761166,0.0880000000,0.0000000000,0.1310120206,0.1001885215,1.2477453789,0.1292177126,0.0099316596
M3_fft,0.0880000000,0.1260000000,0.0055680410,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0055680410,0.0000751250,0.0000837080,0.0062285840,a022_s2p0_weak_r01,22.5000000000,2.0000000000,weak,1,0.0813013989,0.0482181125,0.0780697975,24.3977939643,0.1536879956,0.0945246202,0.0591633754,True,1.2439840357,,,,,,,
M3_fft_Q3,0.1077415728,0.0952213638,0.0056431660,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0055680410,0.0000751250,0.0000837080,0.0062285840,a022_s2p0_weak_r01,22.5000000000,2.0000000000,weak,1,0.0813013989,0.0482181125,0.0539294765,10.7987897956,0.1437892717,0.0945246202,0.0492646514,True,0.9579858346,0.0880000000,0.1260000000,0.4486721095,-0.4885497805,1.3669335947,0.1144168992,0.0021342981
M3_fft_Q5,0.1078893211,0.0979228272,0.0056517490,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0055680410,0.0000751250,0.0000837080,0.0062285840,a022_s2p0_weak_r01,22.5000000000,2.0000000000,weak,1,0.0813013989,0.0482181125,0.0563691075,11.5563375876,0.1457017011,0.0945246202,0.0511770809,True,0.9937842592,0.0880000000,0.1260000000,0.4520300244,-0.4456694089,1.3361010838,0.1108890902,0.0088821515
M3_fft,0.0880000000,0.0630000000,0.0033359160,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0033359160,0.0001012090,0.0000871250,0.0039960840,a022_s2p0_weak_r02,22.5000000000,2.0000000000,weak,2,0.0813013989,0.0482181125,0.0162288464,4.9279512244,0.1082266141,0.0945246202,0.0137019939,True,0.2796962825,,,,,,,
M3_fft_Q3,0.0939432464,0.0758129137,0.0034371249,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0033359160,0.0001012090,0.0000871250,0.0039960840,a022_s2p0_weak_r02,22.5000000000,2.0000000000,weak,2,0.0813013989,0.0482181125,0.0303527489,8.2325246653,0.1207183972,0.0945246202,0.0261937770,True,0.5238366991,0.0880000000,0.0630000000,0.1350737811,0.2033795829,1.2728127655,0.1061114914,0.0012117545
M3_fft_Q5,0.0953819820,0.0809973397,0.0034230410,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0033359160,0.0001012090,0.0000871250,0.0039960840,a022_s2p0_weak_r02,22.5000000000,2.0000000000,weak,2,0.0813013989,0.0482181125,0.0356754896,9.6662840198,0.1251330953,0.0945246202,0.0306084751,True,0.6108403862,0.0880000000,0.0630000000,0.1677723192,0.2856720584,1.3584612183,0.0912498807,0.0077016747
M3_fft,0.0880000000,0.0630000000,0.0022620410,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022620410,0.0000793750,0.0000871250,0.0029080000,a022_s2p0_weak_r03,22.5000000000,2.0000000000,weak,3,0.0813013989,0.0482181125,0.0162288464,4.9279512244,0.1082266141,0.0945246202,0.0137019939,True,0.2796962825,,,,,,,
M3_fft_Q3,0.0709174124,0.0434333305,0.0023414160,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022620410,0.0000793750,0.0000871250,0.0029080000,a022_s2p0_weak_r03,22.5000000000,2.0000000000,weak,3,0.0813013989,0.0482181125,0.0114333422,0.8140945665,0.0831608897,0.0945246202,0.0113637305,True,0.2479195302,0.0880000000,0.0630000000,-0.3882406275,-0.3105820562,2.4302600198,0.0734689846,0.0019098833
M3_fft_Q5,0.0692934074,0.0451492424,0.0023491660,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022620410,0.0000793750,0.0000871250,0.0029080000,a022_s2p0_weak_r03,22.5000000000,2.0000000000,weak,3,0.0813013989,0.0482181125,0.0123939430,2.4156375774,0.0827044763,0.0945246202,0.0118201440,True,0.2772221978,0.0880000000,0.0630000000,-0.4251498322,-0.2833453592,2.3387961187,0.0712642060,0.0096035824
M3_fft,0.0880000000,0.0000000000,0.0026637920,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0026637920,0.0000765830,0.0000828750,0.0032998340,a022_s2p0_weak_r04,22.5000000000,2.0000000000,weak,4,0.0813013989,0.0482181125,0.0486811835,30.6712687346,0.0880000000,0.0945246202,0.0065246202,False,0.7803612881,,,,,,,
M3_fft_Q3,0.1003721288,0.0137528559,0.0027403750,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0026637920,0.0000765830,0.0000828750,0.0032998340,a022_s2p0_weak_r04,22.5000000000,2.0000000000,weak,4,0.0813013989,0.0482181125,0.0393896770,22.8692602740,0.1013099466,0.0945246202,0.0067853264,True,0.6979546841,0.0880000000,0.0000000000,0.2811847452,0.2182992996,1.2874411860,0.1116066840,0.0016950469
M3_fft_Q5,0.1020443848,0.0122842018,0.0027466670,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0026637920,0.0000765830,0.0000828750,0.0032998340,a022_s2p0_weak_r04,22.5000000000,2.0000000000,weak,4,0.0813013989,0.0482181125,0.0414911726,23.8069783284,0.1027811174,0.0945246202,0.0082564971,True,0.7399868057,0.0880000000,0.0000000000,0.3191905642,0.1949873295,1.2521645467,0.1085501434,0.0056266200
M3_fft,0.1320000000,0.0630000000,0.0056730840,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0056730840,0.0000952090,0.0000857500,0.0063143340,a022_s4p0_strong_r00,22.5000000000,4.0000000000,strong,0,0.1626027977,0.0964362250,0.0453267291,5.1573983070,0.1462634609,0.1890492404,0.0427857795,True,0.8748849986,,,,,,,
M3_fft_Q3,0.1510461881,0.0915578555,0.0057682930,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0056730840,0.0000952090,0.0000857500,0.0063143340,a022_s4p0_strong_r00,22.5000000000,4.0000000000,strong,0,0.1626027977,0.0964362250,0.0125440709,0.5512151009,0.1766289666,0.1890492404,0.0124202739,True,0.2738270063,0.1320000000,0.0630000000,0.4328679113,0.4532992930,1.2026083027,0.3544597159,0.0074712471
M3_fft_Q5,0.1495666897,0.0904300744,0.0057588340,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0056730840,0.0000952090,0.0000857500,0.0063143340,a022_s4p0_strong_r00,22.5000000000,4.0000000000,strong,0,0.1626027977,0.0964362250,0.0143531863,0.4864652839,0.1747792695,0.1890492404,0.0142699710,True,0.3112360574,0.1320000000,0.0630000000,0.3992429480,0.4353980070,1.1711562458,0.3185790979,0.0384095336
M3_fft,0.1760000000,0.0630000000,0.0028292500,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0028292500,0.0000939170,0.0000888750,0.0034787080,a022_s4p0_strong_r01,22.5000000000,4.0000000000,strong,1,0.1626027977,0.0964362250,0.0360203577,10.9762098657,0.1869358179,0.1890492404,0.0021134226,True,0.6118721278,,,,,,,
M3_fft_Q3,0.1590431831,0.0932747283,0.0029231670,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0028292500,0.0000939170,0.0000888750,0.0034787080,a022_s4p0_strong_r01,22.5000000000,4.0000000000,strong,1,0.1626027977,0.0964362250,0.0047608736,0.2807443513,0.1843770838,0.1890492404,0.0046721566,True,0.0952005554,0.1760000000,0.0630000000,-0.3853822027,0.4805512434,1.3523626769,0.3373275477,0.0066900000
M3_fft_Q5,0.1588771341,0.0924133072,0.0029181250,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0028292500,0.0000939170,0.0000888750,0.0034787080,a022_s4p0_strong_r01,22.5000000000,4.0000000000,strong,1,0.1626027977,0.0964362250,0.0054831047,0.4861927482,0.1837992467,0.1890492404,0.0052499937,True,0.1060532108,0.1760000000,0.0630000000,-0.3891560426,0.4668778917,1.3490702519,0.2984934547,0.0369646517
M3_fft,0.1320000000,0.1260000000,0.0034725000,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0034725000,0.0000882080,0.0000855000,0.0041268750,a022_s4p0_strong_r02,22.5000000000,4.0000000000,strong,2,0.1626027977,0.0964362250,0.0425505349,12.9965114116,0.1824828759,0.1890492404,0.0065663645,True,0.8390210378,,,,,,,
M3_fft_Q3,0.1494474251,0.1030071692,0.0035607080,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0034725000,0.0000882080,0.0000855000,0.0041268750,a022_s4p0_strong_r02,22.5000000000,4.0000000000,strong,2,0.1626027977,0.0964362250,0.0147051398,3.9054230057,0.1815076025,0.1890492404,0.0075416379,True,0.3166561388,0.1320000000,0.1260000000,0.3965323883,-0.3649655682,1.1999038318,0.3347008506,0.0084532534
M3_fft_Q5,0.1477533011,0.1058149288,0.0035580000,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0034725000,0.0000882080,0.0000855000,0.0041268750,a022_s4p0_strong_r02,22.5000000000,4.0000000000,strong,2,0.1626027977,0.0964362250,0.0175632468,4.9374354563,0.1817356243,0.1890492404,0.0073136161,True,0.3688635295,0.1320000000,0.1260000000,0.3580295703,-0.3203979548,1.1745562892,0.2985457508,0.0410448544
M3_fft,0.1760000000,0.1260000000,0.0040045420,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0040045420,0.0001020000,0.0000897920,0.0046707090,a022_s4p0_strong_r03,22.5000000000,4.0000000000,strong,3,0.1626027977,0.0964362250,0.0324576928,4.9279512244,0.2164532282,0.1890492404,0.0274039878,True,0.5593925650,,,,,,,
M3_fft_Q3,0.1569196625,0.0998968226,0.0041065420,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0040045420,0.0001020000,0.0000897920,0.0046707090,a022_s4p0_strong_r03,22.5000000000,4.0000000000,strong,3,0.1626027977,0.0964362250,0.0066538532,1.8100204188,0.1860192346,0.1890492404,0.0030300058,True,0.1403573401,0.1760000000,0.1260000000,-0.4336440340,-0.4143361487,1.2614879920,0.3336493697,0.0075316330
M3_fft_Q5,0.1566322792,0.1015711017,0.0040943340,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0040045420,0.0001020000,0.0000897920,0.0046707090,a022_s4p0_strong_r03,22.5000000000,4.0000000000,strong,3,0.1626027977,0.0964362250,0.0078749000,2.2908701846,0.1866825101,0.1890492404,0.0023667303,True,0.1582908034,0.1760000000,0.1260000000,-0.4401754725,-0.3877602912,1.2400325477,0.2955003074,0.0367341084
M3_fft,0.1760000000,0.0630000000,0.0022716670,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022716670,0.0000998750,0.0000900000,0.0029448330,a022_s4p0_strong_r04,22.5000000000,4.0000000000,strong,4,0.1626027977,0.0964362250,0.0360203577,10.9762098657,0.1869358179,0.1890492404,0.0021134226,True,0.6118721278,,,,,,,
M3_fft_Q3,0.1600928562,0.0893186394,0.0023715420,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022716670,0.0000998750,0.0000900000,0.0029448330,a022_s4p0_strong_r04,22.5000000000,4.0000000000,strong,4,0.1626027977,0.0964362250,0.0075471736,1.5133471140,0.1833235991,0.1890492404,0.0057256414,True,0.1265620736,0.1760000000,0.0630000000,-0.3615259947,0.4177561817,1.1015671238,0.4056820479,0.0073056817
M3_fft_Q5,0.1599125580,0.0881880124,0.0023616670,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022716670,0.0000998750,0.0000900000,0.0029448330,a022_s4p0_strong_r04,22.5000000000,4.0000000000,strong,4,0.1626027977,0.0964362250,0.0086758516,1.7955670940,0.1826175012,0.1890492404,0.0064317393,True,0.1444971185,0.1760000000,0.0630000000,-0.3656236816,0.3998097205,1.1224685667,0.3528673157,0.0388690522
M3_fft,0.1760000000,0.1260000000,0.0022772500,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022772500,0.0000915830,0.0000856660,0.0029343750,a022_s4p0_reference_r00,22.5000000000,4.0000000000,reference,0,0.1626027977,0.0964362250,0.0324576928,4.9279512244,0.2164532282,0.1890492404,0.0274039878,True,0.5593925650,,,,,,,
M3_fft_Q3,0.1548805864,0.0956051359,0.0023688330,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022772500,0.0000915830,0.0000856660,0.0029343750,a022_s4p0_reference_r00,22.5000000000,4.0000000000,reference,0,0.1626027977,0.0964362250,0.0077668048,1.0150549426,0.1820119173,0.1890492404,0.0070373231,True,0.1759998923,0.1760000000,0.1260000000,-0.4799866737,-0.4824581600,1.0570825498,0.3192622637,0.0046277625
M3_fft_Q5,0.1760000000,0.1260000000,0.0023629160,False,delta_outside_half_cell,19.0000000000,0.0440000000,0.0630000000,0.0022772500,0.0000915830,0.0000856660,0.0029343750,a022_s4p0_reference_r00,22.5000000000,4.0000000000,reference,0,0.1626027977,0.0964362250,0.0324576928,4.9279512244,0.2164532282,0.1890492404,0.0274039878,True,0.5593925650,0.1760000000,0.1260000000,0.0000000000,0.0000000000,1.0599420033,0.2881962280,0.0262476050
M3_fft,0.1760000000,0.0630000000,0.0023082500,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0023082500,0.0000958750,0.0000922920,0.0029870000,a022_s4p0_reference_r01,22.5000000000,4.0000000000,reference,1,0.1626027977,0.0964362250,0.0360203577,10.9762098657,0.1869358179,0.1890492404,0.0021134226,True,0.6118721278,,,,,,,
M3_fft_Q3,0.1661952896,0.0889465994,0.0024041250,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0023082500,0.0000958750,0.0000922920,0.0029870000,a022_s4p0_reference_r01,22.5000000000,4.0000000000,reference,1,0.1626027977,0.0964362250,0.0083066533,2.5158791531,0.1885003231,0.1890492404,0.0005489173,True,0.1442202335,0.1760000000,0.0630000000,-0.2228343279,0.4118507844,1.1342734265,0.2243038140,0.0034167792
M3_fft_Q5,0.1665663856,0.0865982364,0.0024005420,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0023082500,0.0000958750,0.0000922920,0.0029870000,a022_s4p0_reference_r01,22.5000000000,4.0000000000,reference,1,0.1626027977,0.0964362250,0.0106064154,3.2012464838,0.1877328297,0.1890492404,0.0013164107,True,0.1802780540,0.1760000000,0.0630000000,-0.2144003273,0.3745751805,1.1446024074,0.1961290763,0.0232803972
M3_fft,0.1760000000,0.0630000000,0.0024909580,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0024909580,0.0000844590,0.0000862080,0.0032302500,a022_s4p0_reference_r02,22.5000000000,4.0000000000,reference,2,0.1626027977,0.0964362250,0.0360203577,10.9762098657,0.1869358179,0.1890492404,0.0021134226,True,0.6118721278,,,,,,,
M3_fft_Q3,0.1655614148,0.0943663872,0.0025754170,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0024909580,0.0000844590,0.0000862080,0.0032302500,a022_s4p0_reference_r02,22.5000000000,4.0000000000,reference,2,0.1626027977,0.0964362250,0.0036107677,0.9890739309,0.1905665163,0.1890492404,0.0015172758,True,0.0748385917,0.1760000000,0.0630000000,-0.2372405717,0.4978791619,1.4461681554,0.2220145268,0.0043320886
M3_fft_Q5,0.1660338114,0.0926834997,0.0025771660,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0024909580,0.0000844590,0.0000862080,0.0032302500,a022_s4p0_reference_r02,22.5000000000,4.0000000000,reference,2,0.1626027977,0.0964362250,0.0050847618,1.5001124881,0.1901511442,0.1890492404,0.0011019038,True,0.0981261392,0.1760000000,0.0630000000,-0.2265042862,0.4711666611,1.4381477658,0.2012872684,0.0212774336
M3_fft,0.1760000000,0.0630000000,0.0026814580,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0026814580,0.0001025410,0.0000897080,0.0033705830,a022_s4p0_reference_r03,22.5000000000,4.0000000000,reference,3,0.1626027977,0.0964362250,0.0360203577,10.9762098657,0.1869358179,0.1890492404,0.0021134226,True,0.6118721278,,,,,,,
M3_fft_Q3,0.1683191014,0.0824315515,0.0027839990,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0026814580,0.0001025410,0.0000897080,0.0033705830,a022_s4p0_reference_r03,22.5000000000,4.0000000000,reference,3,0.1626027977,0.0964362250,0.0151263679,4.5787155892,0.1874200645,0.1890492404,0.0016291760,True,0.2574759336,0.1760000000,0.0630000000,-0.1745658780,0.3084373251,1.1079361098,0.3252771469,0.0032254850
