tile_y,tile_x,n,median_error,mean_error,median_vza,median_sza,year,slot,file
1,0,4287,0.8302242,1.1092645,18.844023,29.383772,2025,5,20250709_0545.nc
1,1,4366,0.86198,1.0541408,15.933212,30.78664,2025,5,20250709_0545.nc
1,2,4398,0.79168475,0.9541846,12.992475,32.244102,2025,5,20250709_0545.nc
1,3,4573,1.5630273,1.5678371,10.085768,33.804962,2025,5,20250709_0545.nc
1,4,4486,0.99525964,1.4007293,7.183029,35.388977,2025,5,20250709_0545.nc
1,5,4568,0.8489396,1.1112362,4.3025694,37.00631,2025,5,20250709_0545.nc
1,6,4266,1.9808323,1.9345934,1.8310655,38.64427,2025,5,20250709_0545.nc
1,7,4263,2.2563229,2.1621528,2.2765095,40.37276,2025,5,20250709_0545.nc
2,0,4181,0.85294056,1.1881261,19.152666,27.515234,2025,5,20250709_0545.nc
2,1,4337,0.87207025,0.93820363,16.350868,29.034801,2025,5,20250709_0545.nc
2,2,4437,0.83474755,0.94194096,13.556183,30.580322,2025,5,20250709_0545.nc
2,3,4598,0.8253753,0.9885481,10.756352,32.19641,2025,5,20250709_0545.nc
2,4,4548,1.1309252,1.3232292,8.091202,33.844345,2025,5,20250709_0545.nc
2,5,3667,2.2669477,2.2224507,5.9609466,35.356457,2025,5,20250709_0545.nc
2,6,2889,2.8516686,2.6469061,4.257502,37.071323,2025,5,20250709_0545.nc
2,7,2081,3.2167406,3.1670244,3.7660668,39.00111,2025,5,20250709_0545.nc
3,0,4203,0.8045889,0.91821146,19.967545,25.800858,2025,5,20250709_0545.nc
3,1,4364,0.82427645,0.9581911,17.24812,27.391258,2025,5,20250709_0545.nc
3,2,4396,0.8628173,1.0367846,14.61527,29.01933,2025,5,20250709_0545.nc
3,3,4436,0.80985355,0.9224213,12.105259,30.697062,2025,5,20250709_0545.nc
3,4,4523,0.7987492,0.9085526,9.85424,32.397327,2025,5,20250709_0545.nc
3,5,4491,1.1228861,1.2651447,7.9997306,34.12194,2025,5,20250709_0545.nc
3,6,4380,1.7349266,1.7745867,7.001724,35.83753,2025,5,20250709_0545.nc
3,7,3245,2.6152854,2.485127,7.423978,37.487843,2025,5,20250709_0545.nc
0,0,4260,0.74348724,0.80707,18.93023,42.142166,2025,6,20250709_0645.nc
0,1,4263,0.86555547,1.2248738,16.024414,43.821793,2025,6,20250709_0645.nc
0,2,4372,0.8814757,0.97263545,13.116415,45.57896,2025,6,20250709_0645.nc
0,3,4296,0.9311167,1.3301948,10.225308,47.25891,2025,6,20250709_0645.nc
0,4,4477,0.8439853,1.1450428,7.41209,49.036835,2025,6,20250709_0645.nc
0,5,4573,0.8195065,0.978905,4.719498,50.78847,2025,6,20250709_0645.nc
0,6,4586,1.4335147,1.4750214,2.5723786,52.574574,2025,6,20250709_0645.nc
0,7,4499,1.4302912,1.445636,2.8834946,54.37062,2025,6,20250709_0645.nc
1,0,4224,0.91721237,1.2445624,18.848904,40.70397,2025,6,20250709_0645.nc
1,1,4308,0.9396812,1.1416062,15.937241,42.420547,2025,6,20250709_0645.nc
1,2,4353,0.84838855,0.9782085,12.985437,44.186264,2025,6,20250709_0645.nc
1,3,4580,1.015063,1.1580263,10.086556,45.958145,2025,6,20250709_0645.nc
1,4,4240,1.068459,1.3037989,7.180194,47.761047,2025,6,20250709_0645.nc
1,5,4520,0.92629635,1.1864566,4.275546,49.578583,2025,6,20250709_0645.nc
1,6,4217,1.642849,1.6573775,1.806809,51.370872,2025,6,20250709_0645.nc
1,7,4236,1.8110256,1.7711729,2.2853236,53.22824,2025,6,20250709_0645.nc
2,0,4094,0.93945575,1.3110614,19.131348,39.328854,2025,6,20250709_0645.nc
2,1,4348,0.8891263,0.94774085,16.358616,41.097466,2025,6,20250709_0645.nc
2,2,4397,0.8864907,0.95418054,13.55809,42.88551,2025,6,20250709_0645.nc
2,3,4595,0.8223755,0.91437745,10.76302,44.70951,2025,6,20250709_0645.nc
2,4,4540,0.8356895,0.9980391,8.096635,46.543404,2025,6,20250709_0645.nc
2,5,3452,2.0370202,2.023115,6.0229053,48.144104,2025,6,20250709_0645.nc
2,6,2752,2.689474,2.527292,4.349118,50.06983,2025,6,20250709_0645.nc
2,7,2192,2.7517095,2.6994774,3.9689696,52.09434,2025,6,20250709_0645.nc
3,0,4183,0.8360552,1.0329541,19.982624,38.02264,2025,6,20250709_0645.nc
3,1,4342,0.8873358,1.0122986,17.244884,39.86367,2025,6,20250709_0645.nc
3,2,4396,0.8946934,1.0236915,14.613815,41.70501,2025,6,20250709_0645.nc
3,3,4408,0.84850264,0.9828558,12.113634,43.55166,2025,6,20250709_0645.nc
3,4,4488,0.8000637,0.880969,9.860224,45.402534,2025,6,20250709_0645.nc
3,5,4542,1.098245,1.2077278,8.00721,47.25641,2025,6,20250709_0645.nc
3,6,4278,1.5689499,1.654075,7.01808,49.065933,2025,6,20250709_0645.nc
3,7,3461,1.9565136,1.9198965,7.388118,50.99957,2025,6,20250709_0645.nc
0,0,4245,0.95520496,0.91190326,18.926823,54.758057,2025,7,20250709_0745.nc
0,1,4213,1.0266314,1.116696,16.031395,56.573307,2025,7,20250709_0745.nc
0,2,4369,1.118529,1.0287668,13.119895,58.466095,2025,7,20250709_0745.nc
0,3,4187,1.0573748,1.0953784,10.197193,60.241196,2025,7,20250709_0745.nc
0,4,4450,0.75929296,0.87182,7.4189787,62.157196,2025,7,20250709_0745.nc
0,5,4554,0.92267966,0.9470679,4.708184,64.00034,2025,7,20250709_0745.nc
0,6,4616,0.71263766,0.77660435,2.574642,65.865906,2025,7,20250709_0745.nc
0,7,4492,0.63840586,0.7442885,2.903263,67.754944,2025,7,20250709_0745.nc
1,0,4118,1.1559901,1.298045,18.852627,53.602486,2025,7,20250709_0745.nc
1,1,4336,1.1293633,1.1742666,15.946579,55.425407,2025,7,20250709_0745.nc
1,2,4340,1.0745361,1.0435486,12.952454,57.340706,2025,7,20250709_0745.nc
1,3,4509,0.7266056,0.8098239,10.091444,59.177296,2025,7,20250709_0745.nc
1,4,4212,0.8171556,0.99238884,7.2211432,61.031906,2025,7,20250709_0745.nc
1,5,4389,0.9618021,1.0302737,4.25601,62.98159,2025,7,20250709_0745.nc
1,6,4233,0.909503,1.006539,1.8108767,64.808525,2025,7,20250709_0745.nc
1,7,4415,0.6830002,0.7731543,2.23944,66.73068,2025,7,20250709_0745.nc
2,0,4014,1.097987,1.3384439,19.191446,52.431076,2025,7,20250709_0745.nc
2,1,4382,1.0227811,1.0249687,16.35102,54.340797,2025,7,20250709_0745.nc
2,2,4405,0.93633723,0.95565367,13.536279,56.226334,2025,7,20250709_0745.nc
2,3,4565,1.0455227,1.0059884,10.762801,58.12072,2025,7,20250709_0745.nc
2,4,4594,0.7570611,0.82905847,8.090218,60.02786,2025,7,20250709_0745.nc
2,5,3756,1.3793943,1.3968701,5.9425654,61.761253,2025,7,20250709_0745.nc
2,6,3036,1.8937676,1.7945018,4.0421605,63.8232,2025,7,20250709_0745.nc
2,7,2883,1.7570173,1.6566674,4.082127,65.952515,2025,7,20250709_0745.nc
3,0,4180,0.9297335,1.0658278,19.987577,51.37957,2025,7,20250709_0745.nc
3,1,4323,0.96035886,1.0013603,17.252872,53.306747,2025,7,20250709_0745.nc
3,2,4414,0.87753785,0.93810844,14.623716,55.211983,2025,7,20250709_0745.nc
3,3,4420,0.91730887,0.9724108,12.113245,57.12563,2025,7,20250709_0745.nc
3,4,4572,0.81716347,0.87029403,9.85199,59.037632,2025,7,20250709_0745.nc
3,5,4495,0.85685813,0.9138775,7.9957337,60.937527,2025,7,20250709_0745.nc
3,6,4318,0.9780556,1.0920221,7.002713,62.79065,2025,7,20250709_0745.nc
3,7,3696,0.92295814,1.0386723,7.3221226,64.83478,2025,7,20250709_0745.nc
0,0,4134,0.71080303,0.81114906,18.97311,57.330944,2025,0,20250710_0045.nc
0,1,4063,0.7682367,0.88662714,15.983626,55.4032,2025,0,20250710_0045.nc
0,2,4379,0.72681224,0.83635694,13.101669,53.620422,2025,0,20250710_0045.nc
0,3,4141,0.81801945,1.0108163,10.377813,51.914417,2025,0,20250710_0045.nc
0,4,4410,0.8889517,1.0980905,7.3905888,50.046555,2025,0,20250710_0045.nc
0,5,4631,0.73507,0.75775117,4.7074094,48.28356,2025,0,20250710_0045.nc
0,6,4600,0.7116802,0.76264954,2.584894,46.54589,2025,0,20250710_0045.nc
0,7,3765,1.8487936,1.8525013,2.9783225,44.98551,2025,0,20250710_0045.nc
1,0,3883,1.4388661,1.4137553,18.812342,56.113865,2025,0,20250710_0045.nc
1,1,4053,1.3240772,1.3837184,15.871079,54.224113,2025,0,20250710_0045.nc
1,2,3563,2.0115097,1.9787784,13.244585,52.489002,2025,0,20250710_0045.nc
1,3,3632,1.4233476,1.4820397,9.960396,50.50932,2025,0,20250710_0045.nc
1,4,4429,0.8180255,0.844618,7.131413,48.756187,2025,0,20250710_0045.nc
1,5,4627,0.90670174,0.8876192,4.3119454,46.984516,2025,0,20250710_0045.nc
1,6,4654,0.8340325,0.9762589,1.8000618,45.20076,2025,0,20250710_0045.nc
1,7,4541,1.9045631,1.900114,2.202576,43.4415,2025,0,20250710_0045.nc
2,0,3096,2.0612798,2.0002003,19.366825,55.26561,2025,0,20250710_0045.nc
2,1,3149,1.7227441,1.6861212,15.973709,53.0747,2025,0,20250710_0045.nc
2,2,4464,1.3347294,1.3812468,13.505093,51.293434,2025,0,20250710_0045.nc
2,3,2729,2.3378146,2.0554025,11.247841,49.54661,2025,0,20250710_0045.nc
2,4,3868,1.9202673,1.8143069,7.900422,47.455765,2025,0,20250710_0045.nc
2,5,3688,1.6236355,1.7231408,5.5375757,45.70858,2025,0,20250710_0045.nc
2,6,4572,1.4055837,1.5312916,4.087882,43.945595,2025,0,20250710_0045.nc
2,7,4626,1.217583,1.3865964,4.28535,42.155937,2025,0,20250710_0045.nc
3,0,4170,1.063232,1.1849318,19.92271,54.03159,2025,0,20250710_0045.nc
3,1,3947,0.99383616,1.1922475,17.31146,52.150078,2025,0,20250710_0045.nc
3,2,4346,0.9837022,1.0517684,14.611322,50.24247,2025,0,20250710_0045.nc
3,3,3933,0.9558994,1.1836741,12.016146,48.45735,2025,0,20250710_0045.nc
3,4,3549,1.8888417,1.8364614,10.019973,46.65534,2025,0,20250710_0045.nc
3,5,4020,1.4221039,1.6194646,7.9816475,44.53275,2025,0,20250710_0045.nc
3,6,4560,1.6112398,1.6355407,6.9089622,42.76099,2025,0,20250710_0045.nc
3,7,4598,0.8328748,0.9491616,7.0393353,40.92409,2025,0,20250710_0045.nc
0,2,2991,0.75606436,1.0534369,12.651761,37.997406,2025,1,20250710_0145.nc
0,3,4044,1.2122519,1.4072118,10.405863,36.78617,2025,1,20250710_0145.nc
0,4,4314,0.9655074,1.2609305,7.3383875,35.191254,2025,1,20250710_0145.nc
0,5,4597,0.7188566,0.7612629,4.7035975,33.71438,2025,1,20250710_0145.nc
0,6,4598,0.69379735,0.7688708,2.5787272,32.314518,2025,1,20250710_0145.nc
0,7,4329,2.0701268,1.9111464,2.9150746,31.055595,2025,1,20250710_0145.nc
1,2,2642,2.6054304,2.5322304,12.618534,36.343517,2025,1,20250710_0145.nc
1,3,3537,2.2670357,2.0185742,10.10398,35.083054,2025,1,20250710_0145.nc
1,4,4273,0.76643455,0.8867337,7.0783424,33.424274,2025,1,20250710_0145.nc
1,5,4627,0.79504627,0.82024765,4.3216496,31.941742,2025,1,20250710_0145.nc
1,6,4650,0.76200485,0.92286396,1.8017979,30.464993,2025,1,20250710_0145.nc
1,7,4590,1.5003195,1.5707484,2.212411,29.041275,2025,1,20250710_0145.nc
2,2,2949,1.853751,1.7779019,13.0325365,34.890705,2025,1,20250710_0145.nc
2,3,2583,2.3051882,2.064264,11.30565,33.36051,2025,1,20250710_0145.nc
2,4,3263,2.280083,2.1596384,7.760659,31.613686,2025,1,20250710_0145.nc
2,5,4148,2.125441,2.0673494,5.6539207,30.23938,2025,1,20250710_0145.nc
2,6,4600,0.84387064,1.0285037,4.099103,28.71053,2025,1,20250710_0145.nc
2,7,4608,1.2575274,1.4542277,4.305642,27.228851,2025,1,20250710_0145.nc
3,2,2949,0.9309892,0.99394774,14.194468,33.524048,2025,1,20250710_0145.nc
3,3,3897,0.9789999,1.3836617,12.005164,32.160206,2025,1,20250710_0145.nc
3,4,3735,2.4354002,2.3292756,10.009389,30.336357,2025,1,20250710_0145.nc
3,5,4088,1.7304492,1.814719,8.058699,28.58779,2025,1,20250710_0145.nc
3,6,4577,1.5502307,1.6080667,6.9151707,27.043865,2025,1,20250710_0145.nc
3,7,4564,0.8116978,0.98705775,7.0458136,25.471155,2025,1,20250710_0145.nc
0,0,4269,0.965522,1.1453744,18.924807,33.104458,2025,2,20250710_0245.nc
0,1,4187,1.206002,1.3875586,15.957965,31.709768,2025,2,20250710_0245.nc
0,2,4436,1.128085,1.302846,13.111137,30.422274,2025,2,20250710_0245.nc
0,3,4121,1.397624,1.5180392,10.373352,29.30315,2025,2,20250710_0245.nc
0,4,4239,1.035048,1.3208356,7.340598,28.175581,2025,2,20250710_0245.nc
0,5,4597,0.6948003,0.7923716,4.712307,27.11543,2025,2,20250710_0245.nc
0,6,4639,0.6978087,0.76379126,2.5958467,26.240294,2025,2,20250710_0245.nc
0,7,4566,1.4562309,1.5928423,2.9039345,25.492619,2025,2,20250710_0245.nc
1,0,4263,1.9447402,1.9371905,18.826456,31.277525,2025,2,20250710_0245.nc
1,1,4141,2.3061836,2.2466755,15.879578,29.847256,2025,2,20250710_0245.nc
1,2,4088,2.5064082,2.4269788,13.12561,28.436687,2025,2,20250710_0245.nc
1,3,3497,2.071869,1.9295963,10.119617,27.261879,2025,2,20250710_0245.nc
1,4,4193,0.7609229,0.98283654,7.0392346,25.92863,2025,2,20250710_0245.nc
1,5,4641,0.7840061,0.83312005,4.293198,24.902122,2025,2,20250710_0245.nc
1,6,4632,0.7502228,0.8349443,1.8143857,23.935799,2025,2,20250710_0245.nc
1,7,4591,1.2463076,1.4700836,2.221828,23.119455,2025,2,20250710_0245.nc
2,0,3973,2.790028,2.6219392,19.289066,29.630512,2025,2,20250710_0245.nc
2,1,3493,2.9576113,2.829866,16.478573,27.991629,2025,2,20250710_0245.nc
2,2,4425,1.8527508,1.855322,13.522716,26.596346,2025,2,20250710_0245.nc
2,3,2767,2.1853309,2.1073825,11.266311,24.923689,2025,2,20250710_0245.nc
2,4,2768,2.4504478,2.29389,7.756861,23.57954,2025,2,20250710_0245.nc
2,5,4403,2.1910837,2.0695574,5.7228665,22.785099,2025,2,20250710_0245.nc
2,6,4627,0.7967134,0.93700826,4.1114225,21.729473,2025,2,20250710_0245.nc
2,7,4631,1.1123992,1.4002788,4.3164244,20.82316,2025,2,20250710_0245.nc
3,0,4255,0.928181,1.3280243,19.95075,27.971827,2025,2,20250710_0245.nc
3,1,3577,1.9764345,2.0144684,17.342348,26.40604,2025,2,20250710_0245.nc
3,2,4382,1.1276575,1.3851408,14.60538,24.826303,2025,2,20250710_0245.nc
3,3,3991,1.0386502,1.466467,12.010522,23.446384,2025,2,20250710_0245.nc
3,4,3887,2.1606905,2.1473446,9.951811,21.869766,2025,2,20250710_0245.nc
3,5,4104,1.5032568,1.7130935,8.1017,20.60424,2025,2,20250710_0245.nc
3,6,4560,1.6006804,1.6811802,6.9283705,19.551376,2025,2,20250710_0245.nc
3,7,4558,0.92421687,1.1320405,7.0402317,18.552517,2025,2,20250710_0245.nc
0,0,4277,0.92289543,1.1626658,18.922436,25.315134,2025,3,20250710_0345.nc
0,1,4140,1.4909158,1.5865428,15.9562025,24.711487,2025,3,20250710_0345.nc
0,2,4415,1.3240497,1.4831747,13.138422,24.33211,2025,3,20250710_0345.nc
0,3,4240,1.3697019,1.5168705,10.338524,24.12564,2025,3,20250710_0345.nc
0,4,3941,1.2416822,1.4723474,7.3068614,24.016836,2025,3,20250710_0345.nc
0,5,4594,0.67206824,0.8775619,4.703046,24.03492,2025,3,20250710_0345.nc
0,6,4621,0.70076895,0.77252334,2.5843768,24.290232,2025,3,20250710_0345.nc
0,7,4611,1.1090147,1.3172433,2.9005005,24.704098,2025,3,20250710_0345.nc
1,0,4342,1.431842,1.510881,18.816257,22.957294,2025,3,20250710_0345.nc
1,1,4209,2.1763525,2.1467876,15.925931,22.359293,2025,3,20250710_0345.nc
1,2,4252,2.6495788,2.5814698,13.0709915,21.799664,2025,3,20250710_0345.nc
1,3,3805,2.4146557,2.1697104,10.165275,21.60546,2025,3,20250710_0345.nc
1,4,4048,0.8134202,1.2405459,6.9953055,21.447165,2025,3,20250710_0345.nc
1,5,4626,0.73265445,0.8569757,4.2986045,21.545452,2025,3,20250710_0345.nc
1,6,4610,0.763167,0.855182,1.8119695,21.829079,2025,3,20250710_0345.nc
1,7,4600,1.7065027,1.6550612,2.2224865,22.294018,2025,3,20250710_0345.nc
2,0,4313,2.7363136,2.5601306,19.184027,20.638588,2025,3,20250710_0345.nc
2,1,4077,2.9034622,2.8086421,16.365913,19.86891,2025,3,20250710_0345.nc
2,2,4404,2.172145,2.1487117,13.502037,19.385687,2025,3,20250710_0345.nc
2,3,3527,2.228304,2.1891863,11.057885,18.787636,2025,3,20250710_0345.nc
2,4,2463,2.9444711,2.661887,8.103933,18.594717,2025,3,20250710_0345.nc
2,5,4376,2.2456384,2.1372192,5.717198,19.119276,2025,3,20250710_0345.nc
2,6,4637,0.8021644,0.9870635,4.107512,19.38502,2025,3,20250710_0345.nc
2,7,4617,1.366859,1.5650878,4.315634,19.898851,2025,3,20250710_0345.nc
3,0,4246,1.2820318,1.492459,19.952482,18.352938,2025,3,20250710_0345.nc
3,1,4335,2.062551,2.0100198,17.250366,17.56172,2025,3,20250710_0345.nc
3,2,4369,1.5204731,1.6477623,14.615501,16.969156,2025,3,20250710_0345.nc
3,3,3978,1.2410576,1.6395156,12.048055,16.739134,2025,3,20250710_0345.nc
3,4,4045,1.5435612,1.7266916,9.872834,16.435024,2025,3,20250710_0345.nc
3,5,4275,1.5125755,1.700775,8.067862,16.510689,2025,3,20250710_0345.nc
3,6,4566,2.2103338,2.2109485,6.9291286,16.941927,2025,3,20250710_0345.nc
3,7,4505,1.3518955,1.5991372,7.022389,17.54346,2025,3,20250710_0345.nc
0,0,4317,0.92355096,1.1485798,18.91986,24.523378,2025,4,20250710_0445.nc
0,1,4240,1.7288225,1.7476283,15.993963,25.039602,2025,4,20250710_0445.nc
0,2,4451,1.4126663,1.5568054,13.124891,25.739643,2025,4,20250710_0445.nc
0,3,4479,1.5078382,1.6282398,10.253233,26.536198,2025,4,20250710_0445.nc
0,4,3554,1.42349,1.6326001,7.2474136,27.510174,2025,4,20250710_0445.nc
0,5,4563,0.701646,0.93505526,4.7084236,28.5055,2025,4,20250710_0445.nc
0,6,4628,0.7005304,0.77308667,2.593134,29.665146,2025,4,20250710_0445.nc
0,7,4643,0.8749096,1.2273281,2.9090667,30.903093,2025,4,20250710_0445.nc
1,0,4329,1.1650245,1.2963781,18.82783,22.101852,2025,4,20250710_0445.nc
1,1,4157,1.988959,1.9806341,15.929424,22.724648,2025,4,20250710_0445.nc
1,2,4366,2.7102203,2.6106155,13.010372,23.40401,2025,4,20250710_0445.nc
1,3,3933,2.5535903,2.2640715,10.173999,24.368927,2025,4,20250710_0445.nc
1,4,3726,1.2062705,1.597274,6.943118,25.381796,2025,4,20250710_0445.nc
1,5,4555,0.7480235,0.91048074,4.279791,26.45656,2025,4,20250710_0445.nc
1,6,4607,0.76753265,0.98333275,1.8116167,27.6706,2025,4,20250710_0445.nc
1,7,4622,1.9475987,1.8866934,2.2217476,28.972599,2025,4,20250710_0445.nc
2,0,4326,2.6326036,2.445417,19.185322,19.682957,2025,4,20250710_0445.nc
2,1,4339,2.3353336,2.311622,16.337555,20.321548,2025,4,20250710_0445.nc
2,2,4412,1.7377801,1.8703833,13.519983,21.123032,2025,4,20250710_0445.nc
2,3,4153,2.3561451,2.1799297,10.866344,22.00599,2025,4,20250710_0445.nc
2,4,2806,2.941196,2.742955,8.30067,22.946169,2025,4,20250710_0445.nc
2,5,4148,2.0632386,2.0282767,5.644169,24.50655,2025,4,20250710_0445.nc
2,6,4635,0.9355697,1.2934223,4.109677,25.731386,2025,4,20250710_0445.nc
2,7,4568,1.9193859,1.8864827,4.32416,27.121153,2025,4,20250710_0445.nc
3,0,4251,1.1355219,1.4439584,19.94834,17.272476,2025,4,20250710_0445.nc
3,1,4346,1.5457201,1.6847953,17.243313,18.00619,2025,4,20250710_0445.nc
3,2,4356,1.8341624,1.8321425,14.621075,18.913696,2025,4,20250710_0445.nc
3,3,3983,1.8085382,1.9797506,12.087557,20.104536,2025,4,20250710_0445.nc
3,4,4064,1.7428064,1.88988,9.821703,21.211147,2025,4,20250710_0445.nc
3,5,4415,1.4576769,1.6175036,8.007287,22.482971,2025,4,20250710_0445.nc
3,6,4590,2.5224824,2.4445703,6.9368095,23.901745,2025,4,20250710_0445.nc
3,7,4468,2.0076709,2.0054605,7.028594,25.381039,2025,4,20250710_0445.nc
0,0,4264,0.94858015,1.2161504,18.921116,31.169016,2025,5,20250710_0545.nc
0,1,4235,1.7394788,1.7811292,15.994086,32.49989,2025,5,20250710_0545.nc
0,2,4291,1.3734108,1.5795386,13.153527,33.96868,2025,5,20250710_0545.nc
0,3,4491,1.4367988,1.5044731,10.245556,35.399914,2025,5,20250710_0545.nc
0,4,3636,2.0367694,1.9390825,7.424051,36.910107,2025,5,20250710_0545.nc
0,5,4594,0.72932196,0.9572332,4.7059345,38.46125,2025,5,20250710_0545.nc
0,6,4638,0.781945,0.8729392,2.5738378,40.06871,2025,5,20250710_0545.nc
0,7,4633,1.3721409,1.4848111,2.9142065,41.713116,2025,5,20250710_0545.nc
1,0,4364,0.9870462,1.1914455,18.838898,29.26044,2025,5,20250710_0545.nc
1,1,4222,1.6070623,1.7173424,15.98683,30.699528,2025,5,20250710_0545.nc
1,2,4398,2.1475682,2.1851444,13.007419,32.154022,2025,5,20250710_0545.nc
1,3,4226,2.4610493,2.2597587,10.154011,33.68341,2025,5,20250710_0545.nc
1,4,3833,2.0285215,2.033246,7.2447205,35.310863,2025,5,20250710_0545.nc
1,5,4544,0.7975456,1.018626,4.302185,36.91764,2025,5,20250710_0545.nc
1,6,4600,0.9937508,1.1976386,1.8269107,38.55704,2025,5,20250710_0545.nc
1,7,4580,2.0254393,1.926783,2.2143235,40.23667,2025,5,20250710_0545.nc
2,0,4301,2.488115,2.3869529,19.191282,27.429886,2025,5,20250710_0545.nc
2,1,4347,2.0188034,1.9502931,16.34771,28.931038,2025,5,20250710_0545.nc
2,2,4369,1.3528726,1.5436163,13.522684,30.492,2025,5,20250710_0545.nc
2,3,4573,2.4427752,2.206313,10.762969,32.093506,2025,5,20250710_0545.nc
2,4,3412,2.8050318,2.6761715,8.3118515,33.580715,2025,5,20250710_0545.nc
2,5,3776,1.2377844,1.5863135,5.5259094,35.58093,2025,5,20250710_0545.nc
2,6,4588,1.8317549,1.7676779,4.106573,37.151474,2025,5,20250710_0545.nc
2,7,4403,2.377206,2.3005807,4.27595,38.855125,2025,5,20250710_0545.nc
3,0,4239,0.924955,1.2555387,19.955433,25.706156,2025,5,20250710_0545.nc
3,1,4361,1.3851297,1.4393944,17.244513,27.292267,2025,5,20250710_0545.nc
3,2,4242,1.9544389,1.9717999,14.607838,28.942842,2025,5,20250710_0545.nc
3,3,4221,2.2827241,2.2463338,12.101703,30.614359,2025,5,20250710_0545.nc
3,4,4196,2.0856025,2.030682,9.767599,32.37559,2025,5,20250710_0545.nc
3,5,4370,1.1771445,1.4270159,7.977338,34.059143,2025,5,20250710_0545.nc
3,6,4550,2.1362226,2.09505,6.942971,35.793694,2025,5,20250710_0545.nc
3,7,4510,2.4126055,2.321486,7.0304623,37.570076,2025,5,20250710_0545.nc
0,0,4277,0.8966148,1.1896923,18.918118,42.05298,2025,6,20250710_0645.nc
0,1,4223,1.5808796,1.63233,15.968661,43.742188,2025,6,20250710_0645.nc
0,2,4189,1.3464754,1.5447204,13.167799,45.466625,2025,6,20250710_0645.nc
0,3,4416,1.0232053,1.15622,10.21627,47.217167,2025,6,20250710_0645.nc
0,4,3640,1.9463873,1.929303,7.485304,48.93406,2025,6,20250710_0645.nc
0,5,4497,0.76765597,0.98146755,4.7020187,50.706944,2025,6,20250710_0645.nc
0,6,4638,0.8195051,0.8717016,2.5838854,52.50918,2025,6,20250710_0645.nc
0,7,4635,1.2609038,1.3356627,2.9159062,54.317116,2025,6,20250710_0645.nc
1,0,4327,0.9155958,1.1628549,18.841097,40.605377,2025,6,20250710_0645.nc
1,1,4170,1.1622088,1.4109395,15.97998,42.34562,2025,6,20250710_0645.nc
1,2,4465,1.4741333,1.5865995,13.007266,44.09137,2025,6,20250710_0645.nc
1,3,4465,1.8234882,1.7903932,10.066501,45.882313,2025,6,20250710_0645.nc
1,4,3927,1.7645154,1.8125523,7.3419933,47.586857,2025,6,20250710_0645.nc
1,5,4451,0.89879507,1.0854238,4.26736,49.51103,2025,6,20250710_0645.nc
1,6,4630,1.0052357,1.1324301,1.8281159,51.297188,2025,6,20250710_0645.nc
1,7,4615,1.4638005,1.4607548,2.2153907,53.113564,2025,6,20250710_0645.nc
2,0,4307,2.2119246,2.1537728,19.193014,39.23692,2025,6,20250710_0645.nc
2,1,4364,1.7995379,1.8365004,16.352737,41.016335,2025,6,20250710_0645.nc
2,2,4308,1.6216148,1.6990787,13.507802,42.827072,2025,6,20250710_0645.nc
2,3,4588,1.7360542,1.7087291,10.757534,44.63617,2025,6,20250710_0645.nc
2,4,4063,2.430893,2.346793,8.225782,46.37737,2025,6,20250710_0645.nc
2,5,3712,1.0766149,1.5317086,5.5140944,48.491314,2025,6,20250710_0645.nc
2,6,4551,1.4656881,1.5075649,4.1051335,50.162216,2025,6,20250710_0645.nc
2,7,4278,2.228507,2.1644766,4.2782664,51.951942,2025,6,20250710_0645.nc
3,0,4263,0.8384974,1.0389241,19.953896,37.962456,2025,6,20250710_0645.nc
3,1,4342,0.87387997,1.1069943,17.243542,39.791306,2025,6,20250710_0645.nc
3,2,4192,2.0661297,2.0175247,14.623268,41.628944,2025,6,20250710_0645.nc
3,3,4155,2.1747017,2.0964062,12.087104,43.499985,2025,6,20250710_0645.nc
3,4,3780,1.9948248,1.9239548,9.709501,45.466724,2025,6,20250710_0645.nc
3,5,4445,1.130821,1.353583,7.9885893,47.208313,2025,6,20250710_0645.nc
3,6,4572,1.9236358,1.8889472,6.9480743,49.057617,2025,6,20250710_0645.nc
3,7,4421,2.2121537,2.1261384,7.0291605,50.92615,2025,6,20250710_0645.nc
0,0,4203,0.8582259,1.0129133,18.92083,54.68626,2025,7,20250710_0745.nc
0,1,4130,1.0560014,1.2291487,16.018734,56.5122,2025,7,20250710_0745.nc
0,2,4079,1.0024797,1.1851872,13.176557,58.35161,2025,7,20250710_0745.nc
0,3,4358,0.8198924,0.94857866,10.189632,60.257984,2025,7,20250710_0745.nc
0,4,3869,1.0494624,1.1511976,7.4975114,62.05742,2025,7,20250710_0745.nc
0,5,4388,0.94065964,0.9576199,4.6818075,63.945755,2025,7,20250710_0745.nc
0,6,4605,1.2825133,1.2153441,2.5741692,65.82056,2025,7,20250710_0745.nc
0,7,4609,0.6984311,0.84750456,2.9182196,67.68986,2025,7,20250710_0745.nc
1,0,4331,0.8708336,0.95752436,18.853783,53.50509,2025,7,20250710_0745.nc
1,1,4274,0.9364675,1.1686769,15.947158,55.363583,2025,7,20250710_0745.nc
1,2,4423,0.8792839,0.9687205,12.979051,57.26326,2025,7,20250710_0745.nc
1,3,4319,0.9373905,1.0911396,10.017378,59.129723,2025,7,20250710_0745.nc
1,4,4128,1.1416936,1.2505765,7.322894,60.925365,2025,7,20250710_0745.nc
