spatial_bin_lower,spatial_bin_upper,temporal_bin_lower,temporal_bin_upper,pair_count,fraction_of_visible_pairs,mean_margin_matched_log_gap,mean_margin_matched_correlation_gap,mean_fitted_null_actual_correlation_difference
2.375,2.5,1.5,1.625,978,0.00459621024137,1.07417195797,0.0379010559207,0.0208755976709
2.375,2.5,1.625,1.75,0,0,,,
2.375,2.5,1.75,1.875,0,0,,,
2.375,2.5,1.875,2,0,0,,,
2.375,2.5,2,2.125,734,0.00344950748177,1.28352806607,0.0309867684862,0.0114849150828
2.375,2.5,2.125,2.25,0,0,,,
2.375,2.5,2.25,2.375,0,0,,,
2.375,2.5,2.375,2.5,0,0,,,
2.375,2.5,2.5,2.625,515,0.002420294759,1.44676429533,0.0232352003523,0.00258792347032
2.375,2.5,2.625,2.75,0,0,,,
2.375,2.5,2.75,2.875,0,0,,,
2.375,2.5,2.875,3,0,0,,,
2.375,2.5,3,3.125,334,0.00156966689225,1.5729904923,0.0165806426574,-0.00395208230844
2.375,2.5,3.125,3.25,0,0,,,
2.375,2.5,3.25,3.375,0,0,,,
2.375,2.5,3.375,3.5,163,0.000766035040229,1.67292887344,0.0114025949567,-0.00601389215248
2.5,2.625,0,0.125,651,0.00305944055944,0,0,0.0136912302303
2.5,2.625,0.125,0.25,0,0,,,
2.5,2.625,0.25,0.375,0,0,,,
2.5,2.625,0.375,0.5,0,0,,,
2.5,2.625,0.5,0.625,1103,0.0051836604256,0.451603446101,0.0268040153511,0.0236210948274
2.5,2.625,0.625,0.75,0,0,,,
2.5,2.625,0.75,0.875,0,0,,,
2.5,2.625,0.875,1,0,0,,,
2.5,2.625,1,1.125,958,0.0045022182119,0.811853371702,0.0354869628441,0.0230052874051
2.5,2.625,1.125,1.25,0,0,,,
2.5,2.625,1.25,1.375,0,0,,,
2.5,2.625,1.375,1.5,0,0,,,
2.5,2.625,1.5,1.625,858,0.00403225806452,1.09462459525,0.0338653329414,0.0173254696375
2.5,2.625,1.625,1.75,0,0,,,
2.5,2.625,1.75,1.875,0,0,,,
2.5,2.625,1.875,2,0,0,,,
2.5,2.625,2,2.125,630,0.00296074892849,1.31242592977,0.0282636852272,0.0101155675547
2.5,2.625,2.125,2.25,0,0,,,
2.5,2.625,2.25,2.375,0,0,,,
2.5,2.625,2.375,2.5,0,0,,,
2.5,2.625,2.5,2.625,464,0.00218061508384,1.48194288485,0.0215710911969,0.00458900089337
2.5,2.625,2.625,2.75,0,0,,,
2.5,2.625,2.75,2.875,0,0,,,
2.5,2.625,2.875,3,0,0,,,
2.5,2.625,3,3.125,318,0.00149447326867,1.61561066435,0.0155387110332,-0.000198026461547
2.5,2.625,3.125,3.25,0,0,,,
2.5,2.625,3.25,3.375,0,0,,,
2.5,2.625,3.375,3.5,162,0.000761335438755,1.72198365452,0.0107717014485,-0.00508524439942
2.625,2.75,0,0.125,718,0.00337431385818,0,0,0.011817096159
2.625,2.75,0.125,0.25,0,0,,,
2.625,2.75,0.25,0.375,0,0,,,
2.625,2.75,0.375,0.5,0,0,,,
2.625,2.75,0.5,0.625,1120,0.00526355365065,0.45387655425,0.02372173251,0.0207867667905
2.625,2.75,0.625,0.75,0,0,,,
2.625,2.75,0.75,0.875,0,0,,,
2.625,2.75,0.875,1,0,0,,,
2.625,2.75,1,1.125,886,0.00416384690578,0.819669869413,0.0319483460235,0.0223869638524
2.625,2.75,1.125,1.25,0,0,,,
2.625,2.75,1.25,1.375,0,0,,,
2.625,2.75,1.375,1.5,0,0,,,
2.625,2.75,1.5,1.625,681,0.00320042860365,1.10942449549,0.0309392351392,0.0170108325412
2.625,2.75,1.625,1.75,0,0,,,
2.625,2.75,1.75,1.875,0,0,,,
2.625,2.75,1.875,2,0,0,,,
2.625,2.75,2,2.125,604,0.00283855929017,1.3355651779,0.0260564507937,0.0111894811081
2.625,2.75,2.125,2.25,0,0,,,
2.625,2.75,2.25,2.375,0,0,,,
2.625,2.75,2.375,2.5,0,0,,,
2.625,2.75,2.5,2.625,480,0.00225580870742,1.51578595431,0.0199352907042,0.00432850659089
2.625,2.75,2.625,2.75,0,0,,,
2.625,2.75,2.75,2.875,0,0,,,
2.625,2.75,2.875,3,0,0,,,
2.625,2.75,3,3.125,348,0.00163546131288,1.66163593806,0.0143777925164,0.000978453216335
2.625,2.75,3.125,3.25,0,0,,,
2.625,2.75,3.25,3.375,0,0,,,
2.625,2.75,3.375,3.5,147,0.000690841416648,1.77599925972,0.0100482575724,-0.00256032986453
2.75,2.875,0,0.125,486,0.00228400631626,0,0,0.0110775679474
2.75,2.875,0.125,0.25,0,0,,,
2.75,2.875,0.25,0.375,0,0,,,
2.75,2.875,0.375,0.5,0,0,,,
2.75,2.875,0.5,0.625,979,0.00460090984285,0.455888014161,0.0210592237821,0.0192777698168
2.75,2.875,0.625,0.75,0,0,,,
2.75,2.875,0.75,0.875,0,0,,,
2.75,2.875,0.875,1,0,0,,,
2.75,2.875,1,1.125,906,0.00425783893526,0.827524263618,0.0284443858427,0.0193918005661
2.75,2.875,1.125,1.25,0,0,,,
2.75,2.875,1.25,1.375,0,0,,,
2.75,2.875,1.375,1.5,0,0,,,
2.75,2.875,1.5,1.625,765,0.00359519512745,1.12522679769,0.0278320397995,0.0162805456384
2.75,2.875,1.625,1.75,0,0,,,
2.75,2.875,1.75,1.875,0,0,,,
2.75,2.875,1.875,2,0,0,,,
2.75,2.875,2,2.125,607,0.00285265809459,1.36141708915,0.0235807131901,0.0108971746259
2.75,2.875,2.125,2.25,0,0,,,
2.75,2.875,2.25,2.375,0,0,,,
2.75,2.875,2.375,2.5,0,0,,,
2.75,2.875,2.5,2.625,419,0.00196913301752,1.54919498834,0.0182991917012,0.00604125397007
2.75,2.875,2.625,2.75,0,0,,,
2.75,2.875,2.75,2.875,0,0,,,
2.75,2.875,2.875,3,0,0,,,
2.75,2.875,3,3.125,237,0.00111380554929,1.70143177234,0.0133520194411,0.00175004642659
2.75,2.875,3.125,3.25,0,0,,,
2.75,2.875,3.25,3.375,0,0,,,
2.75,2.875,3.375,3.5,133,0.000625046996015,1.82033797434,0.00943661793925,-0.000176331834383
2.875,3,0,0.125,528,0.00248138957816,0,0,0.0107347637153
2.875,3,0.125,0.25,0,0,,,
2.875,3,0.25,0.375,0,0,,,
2.875,3,0.375,0.5,0,0,,,
2.875,3,0.5,0.625,962,0.00452101661779,0.457695457423,0.0187333685876,0.0181830816581
2.875,3,0.625,0.75,0,0,,,
2.875,3,0.75,0.875,0,0,,,
2.875,3,0.875,1,0,0,,,
2.875,3,1,1.125,868,0.00407925407925,0.834513884685,0.025391662587,0.0185678543198
2.875,3,1.125,1.25,0,0,,,
2.875,3,1.25,1.375,0,0,,,
2.875,3,1.375,1.5,0,0,,,
2.875,3,1.5,1.625,692,0.00325212421987,1.13922805148,0.025112888009,0.0149222903346
2.875,3,1.625,1.75,0,0,,,
2.875,3,1.75,1.875,0,0,,,
2.875,3,1.875,2,0,0,,,
2.875,3,2,2.125,564,0.00265057523122,1.3841611433,0.0214104686506,0.0102135132852
2.875,3,2.125,2.25,0,0,,,
2.875,3,2.25,2.375,0,0,,,
2.875,3,2.375,2.5,0,0,,,
2.875,3,2.5,2.625,412,0.0019362358072,1.57981517654,0.0167924265497,0.00607787226657
2.875,3,2.625,2.75,0,0,,,
2.875,3,2.75,2.875,0,0,,,
2.875,3,2.875,3,0,0,,,
2.875,3,3,3.125,271,0.0012735919994,1.73627824198,0.0124431548091,0.00232218529603
2.875,3,3.125,3.25,0,0,,,
2.875,3,3.25,3.375,0,0,,,
2.875,3,3.375,3.5,153,0.000719039025491,1.86757269028,0.00877232816003,-0.000268464266716
3,3.125,0,0.125,684,0.00321452740808,0,0,0.00936394635914
3,3.125,0.125,0.25,0,0,,,
3,3.125,0.25,0.375,0,0,,,
3,3.125,0.375,0.5,0,0,,,
3,3.125,0.5,0.625,1035,0.00486408752538,0.459449326181,0.0165503944944,0.0146871651557
3,3.125,0.625,0.75,0,0,,,
3,3.125,0.75,0.875,0,0,,,
3,3.125,0.875,1,0,0,,,
3,3.125,1,1.125,793,0.00372678396872,0.840731911836,0.0227446659568,0.0162934885
3,3.125,1.125,1.25,0,0,,,
3,3.125,1.25,1.375,0,0,,,
3,3.125,1.375,1.5,0,0,,,
3,3.125,1.5,1.625,668,0.0031393337845,1.15151532784,0.0227674951837,0.0152547199039
3,3.125,1.625,1.75,0,0,,,
3,3.125,1.75,1.875,0,0,,,
3,3.125,1.875,2,0,0,,,
3,3.125,2,2.125,552,0.00259418001353,1.40461700119,0.0194781764829,0.0112755598108
3,3.125,2.125,2.25,0,0,,,
3,3.125,2.25,2.375,0,0,,,
3,3.125,2.375,2.5,0,0,,,
3,3.125,2.5,2.625,457,0.00214771787352,1.61042815716,0.0152896680973,0.00631351802336
3,3.125,2.625,2.75,0,0,,,
3,3.125,2.75,2.875,0,0,,,
3,3.125,2.875,3,0,0,,,
3,3.125,3,3.125,335,0.00157436649372,1.77670678633,0.011383468207,0.00222315604407
3,3.125,3.125,3.25,0,0,,,
3,3.125,3.25,3.375,0,0,,,
3,3.125,3.375,3.5,148,0.000695541018122,1.91316596798,0.00812320002448,-0.0015725828115
3.125,3.25,0,0.125,423,0.00198793142342,0,0,0.00800106848752
3.125,3.25,0.125,0.25,0,0,,,
3.125,3.25,0.25,0.375,0,0,,,
3.125,3.25,0.375,0.5,0,0,,,
3.125,3.25,0.5,0.625,960,0.00451161741484,0.460917821419,0.0147888091711,0.0143429717429
3.125,3.25,0.625,0.75,0,0,,,
3.125,3.25,0.75,0.875,0,0,,,
3.125,3.25,0.875,1,0,0,,,
3.125,3.25,1,1.125,979,0.00460090984285,0.84687271629,0.0202096302728,0.0148640338736
3.125,3.25,1.125,1.25,0,0,,,
3.125,3.25,1.25,1.375,0,0,,,
3.125,3.25,1.375,1.5,0,0,,,
3.125,3.25,1.5,1.625,888,0.00417324610873,1.16541472493,0.0201769957939,0.0118683137728
3.125,3.25,1.625,1.75,0,0,,,
3.125,3.25,1.75,1.875,0,0,,,
3.125,3.25,1.875,2,0,0,,,
3.125,3.25,2,2.125,635,0.00298424693586,1.42491709782,0.0175913907435,0.00842280987271
3.125,3.25,2.125,2.25,0,0,,,
3.125,3.25,2.25,2.375,0,0,,,
3.125,3.25,2.375,2.5,0,0,,,
3.125,3.25,2.5,2.625,407,0.00191273779983,1.63456913483,0.0141146993986,0.00480530175007
3.125,3.25,2.625,2.75,0,0,,,
3.125,3.25,2.75,2.875,0,0,,,
3.125,3.25,2.875,3,0,0,,,
3.125,3.25,3,3.125,260,0.00122189638319,1.80870687159,0.0105461803081,0.00165970939572
3.125,3.25,3.125,3.25,0,0,,,
3.125,3.25,3.25,3.375,0,0,,,
3.125,3.25,3.375,3.5,147,0.000690841416648,1.9518627127,0.00756977833706,-0.000160279302462
3.25,3.375,0,0.125,726,0.00341191066998,0,0,0.00833752784346
3.25,3.375,0.125,0.25,0,0,,,
3.25,3.375,0.25,0.375,0,0,,,
3.25,3.375,0.375,0.5,0,0,,,
3.25,3.375,0.5,0.625,1293,0.00607658470562,0.462517574636,0.0129475480471,0.0131821442863
3.25,3.375,0.625,0.75,0,0,,,
3.25,3.375,0.75,0.875,0,0,,,
3.25,3.375,0.875,1,0,0,,,
3.25,3.375,1,1.125,929,0.00436592976916,0.852289136992,0.0180510550133,0.0143045206343
3.25,3.375,1.125,1.25,0,0,,,
3.25,3.375,1.25,1.375,0,0,,,
3.25,3.375,1.375,1.5,0,0,,,
3.25,3.375,1.5,1.625,681,0.00320042860365,1.1757387484,0.0183080417418,0.0120246266216
3.25,3.375,1.625,1.75,0,0,,,
3.25,3.375,1.75,1.875,0,0,,,
3.25,3.375,1.875,2,0,0,,,
3.25,3.375,2,2.125,613,0.00288085570344,1.44281376715,0.0159632111238,0.00898253854357
3.25,3.375,2.125,2.25,0,0,,,
3.25,3.375,2.25,2.375,0,0,,,
3.25,3.375,2.375,2.5,0,0,,,
3.25,3.375,2.5,2.625,522,0.00245319196932,1.6636348264,0.0127203233485,0.00565341121099
3.25,3.375,2.625,2.75,0,0,,,
3.25,3.375,2.75,2.875,0,0,,,
3.25,3.375,2.875,3,0,0,,,
3.25,3.375,3,3.125,329,0.00154616888488,1.84454159997,0.0096158820187,0.00306848316691
3.25,3.375,3.125,3.25,0,0,,,
3.25,3.375,3.25,3.375,0,0,,,
3.25,3.375,3.375,3.5,170,0.000798932250545,1.99575120972,0.00694330304787,0.00204545762843
3.375,3.5,0,0.125,845,0.00397116324536,0,0,0.007401609136
3.375,3.5,0.125,0.25,0,0,,,
3.375,3.5,0.25,0.375,0,0,,,
3.375,3.5,0.375,0.5,0,0,,,
3.375,3.5,0.5,0.625,1386,0.00651364764268,0.463883264678,0.0114481798527,0.0114017873892
3.375,3.5,0.625,0.75,0,0,,,
3.375,3.5,0.75,0.875,0,0,,,
3.375,3.5,0.875,1,0,0,,,
3.375,3.5,1,1.125,1233,0.00579460861719,0.85761850654,0.0160087870531,0.0123093315969
3.375,3.5,1.125,1.25,0,0,,,
3.375,3.5,1.25,1.375,0,0,,,
3.375,3.5,1.375,1.5,0,0,,,
3.375,3.5,1.5,1.625,1063,0.00499567636664,1.18718950347,0.0162992723273,0.0107662767784
3.375,3.5,1.625,1.75,0,0,,,
3.375,3.5,1.75,1.875,0,0,,,
3.375,3.5,1.875,2,0,0,,,
3.375,3.5,2,2.125,861,0.00404635686894,1.46115066018,0.0143381737583,0.00818123603711
3.375,3.5,2.125,2.25,0,0,,,
3.375,3.5,2.25,2.375,0,0,,,
3.375,3.5,2.375,2.5,0,0,,,
3.375,3.5,2.5,2.625,625,0.00293725092112,1.68767516817,0.0115906212761,0.00534665009848
3.375,3.5,2.625,2.75,0,0,,,
3.375,3.5,2.75,2.875,0,0,,,
3.375,3.5,2.875,3,0,0,,,
3.375,3.5,3,3.125,422,0.00198323182194,1.87425867913,0.00885502862934,0.00265470886453
3.375,3.5,3.125,3.25,0,0,,,
3.375,3.5,3.25,3.375,0,0,,,
3.375,3.5,3.375,3.5,199,0.000935220693285,2.03138290625,0.00643859598096,-0.000191263567734
3.5,3.625,0,0.125,769,0.00361399353335,0,0,0.00725060004064
3.5,3.625,0.125,0.25,0,0,,,
3.5,3.625,0.25,0.375,0,0,,,
3.5,3.625,0.375,0.5,0,0,,,
3.5,3.625,0.5,0.625,1254,0.00589330024814,0.465075987067,0.0101986327274,0.0109186171619
3.5,3.625,0.625,0.75,0,0,,,
3.5,3.625,0.75,0.875,0,0,,,
3.5,3.625,0.875,1,0,0,,,
3.5,3.625,1,1.125,1081,0.00508026919317,0.862375671041,0.0142625791026,0.0110026562455
3.5,3.625,1.125,1.25,0,0,,,
3.5,3.625,1.25,1.375,0,0,,,
3.5,3.625,1.375,1.5,0,0,,,
3.5,3.625,1.5,1.625,830,0.00390066922325,1.19688510555,0.0146614219191,0.00976306546945
3.5,3.625,1.625,1.75,0,0,,,
3.5,3.625,1.75,1.875,0,0,,,
3.5,3.625,1.875,2,0,0,,,
3.5,3.625,2,2.125,675,0.00317223099481,1.4767160086,0.0130005011225,0.00721987322112
3.5,3.625,2.125,2.25,0,0,,,
3.5,3.625,2.25,2.375,0,0,,,
3.5,3.625,2.375,2.5,0,0,,,
3.5,3.625,2.5,2.625,530,0.00249078878111,1.70988758696,0.0105712739926,0.00494954239361
3.5,3.625,2.625,2.75,0,0,,,
3.5,3.625,2.75,2.875,0,0,,,
3.5,3.625,2.875,3,0,0,,,
3.5,3.625,3,3.125,363,0.00170595533499,1.90384131979,0.00811064276611,0.00284503002675
3.5,3.625,3.125,3.25,0,0,,,
3.5,3.625,3.25,3.375,0,0,,,
3.5,3.625,3.375,3.5,182,0.000855327468231,2.06774138539,0.00592991858767,0.00124921869057
3.625,3.75,0,0.125,596,0.00280096247838,0,0,0.00593434754796
3.625,3.75,0.125,0.25,0,0,,,
3.625,3.75,0.25,0.375,0,0,,,
3.625,3.75,0.375,0.5,0,0,,,
3.625,3.75,0.5,0.625,1143,0.00537164448455,0.466248741765,0.00902930964921,0.00921112642867
3.625,3.75,0.625,0.75,0,0,,,
3.625,3.75,0.75,0.875,0,0,,,
3.625,3.75,0.875,1,0,0,,,
3.625,3.75,1,1.125,990,0.00465260545906,0.866753484191,0.0127260107465,0.0100666330485
3.625,3.75,1.125,1.25,0,0,,,
3.625,3.75,1.25,1.375,0,0,,,
3.625,3.75,1.375,1.5,0,0,,,
3.625,3.75,1.5,1.625,889,0.0041779457102,1.20605698031,0.0131699942106,0.00934583016466
3.625,3.75,1.625,1.75,0,0,,,
3.625,3.75,1.75,1.875,0,0,,,
3.625,3.75,1.875,2,0,0,,,
3.625,3.75,2,2.125,680,0.00319572900218,1.49242664331,0.0116947665112,0.00741167022779
3.625,3.75,2.125,2.25,0,0,,,
3.625,3.75,2.25,2.375,0,0,,,
3.625,3.75,2.375,2.5,0,0,,,
3.625,3.75,2.5,2.625,484,0.00227460711332,1.7328264368,0.00954845567891,0.00501885030353
3.625,3.75,2.625,2.75,0,0,,,
3.625,3.75,2.75,2.875,0,0,,,
3.625,3.75,2.875,3,0,0,,,
3.625,3.75,3,3.125,323,0.00151797127604,1.93340080533,0.00738381506498,0.00250101370757
3.625,3.75,3.125,3.25,0,0,,,
3.625,3.75,3.25,3.375,0,0,,,
3.625,3.75,3.375,3.5,163,0.000766035040229,2.10293032372,0.00544610418231,0.000894304436975
3.75,3.875,0,0.125,622,0.0029231521167,0,0,0.00528881505129
3.75,3.875,0.125,0.25,0,0,,,
3.75,3.875,0.25,0.375,0,0,,,
3.75,3.875,0.375,0.5,0,0,,,
3.75,3.875,0.5,0.625,1070,0.00502857357696,0.467376546595,0.00796382016657,0.0082368263806
3.75,3.875,0.625,0.75,0,0,,,
3.75,3.875,0.75,0.875,0,0,,,
3.75,3.875,0.875,1,0,0,,,
3.75,3.875,1,1.125,940,0.00441762538537,0.871084476415,0.0112784888626,0.00886830726614
3.75,3.875,1.125,1.25,0,0,,,
3.75,3.875,1.25,1.375,0,0,,,
3.75,3.875,1.375,1.5,0,0,,,
3.75,3.875,1.5,1.625,806,0.00378787878788,1.21570186885,0.0116697249798,0.0079458610821
3.75,3.875,1.625,1.75,0,0,,,
3.75,3.875,1.75,1.875,0,0,,,
3.75,3.875,1.875,2,0,0,,,
3.75,3.875,2,2.125,602,0.00282916008722,1.50726126344,0.0105088696459,0.00603654935743
3.75,3.875,2.125,2.25,0,0,,,
3.75,3.875,2.25,2.375,0,0,,,
3.75,3.875,2.375,2.5,0,0,,,
3.75,3.875,2.5,2.625,456,0.00214301827205,1.75307383192,0.00867446702861,0.00414888239247
3.75,3.875,2.625,2.75,0,0,,,
3.75,3.875,2.75,2.875,0,0,,,
3.75,3.875,2.875,3,0,0,,,
3.75,3.875,3,3.125,318,0.00149447326867,1.961198138,0.00671896045556,0.00287370332503
3.75,3.875,3.125,3.25,0,0,,,
3.75,3.875,3.25,3.375,0,0,,,
3.75,3.875,3.375,3.5,158,0.00074253703286,2.1381941605,0.00497205435281,0.00136018148891
3.875,4,0,0.125,722,0.00339311226408,0,0,0.00515107677325
3.875,4,0.125,0.25,0,0,,,
3.875,4,0.25,0.375,0,0,,,
3.875,4,0.375,0.5,0,0,,,
3.875,4,0.5,0.625,1212,0.00569591698624,0.468379161291,0.00706800768673,0.00752436580746
3.875,4,0.625,0.75,0,0,,,
3.875,4,0.75,0.875,0,0,,,
3.875,4,0.875,1,0,0,,,
3.875,4,1,1.125,941,0.00442232498684,0.874920140548,0.0100608500621,0.00820123220496
3.875,4,1.125,1.25,0,0,,,
3.875,4,1.25,1.375,0,0,,,
3.875,4,1.375,1.5,0,0,,,
3.875,4,1.5,1.625,752,0.00353410030829,1.22385849688,0.0104610684403,0.00757677658371
3.875,4,1.625,1.75,0,0,,,
3.875,4,1.75,1.875,0,0,,,
3.875,4,1.875,2,0,0,,,
3.875,4,2,2.125,670,0.00314873298744,1.52084993315,0.00946643819389,0.00626343854849
3.875,4,2.125,2.25,0,0,,,
3.875,4,2.25,2.375,0,0,,,
3.875,4,2.375,2.5,0,0,,,
3.875,4,2.5,2.625,555,0.00260827881796,1.77373165028,0.0078146285398,0.00443535576371
3.875,4,2.625,2.75,0,0,,,
3.875,4,2.75,2.875,0,0,,,
3.875,4,2.875,3,0,0,,,
3.875,4,3,3.125,366,0.00172005413941,1.98837753683,0.00608932659525,0.002615603792
3.875,4,3.125,3.25,0,0,,,
3.875,4,3.25,3.375,0,0,,,
3.875,4,3.375,3.5,171,0.000803631852019,2.16898345611,0.00456872552968,0.0013353425193
4,4.125,0,0.125,549,0.00258008120911,0,0,0.00459779937076
4,4.125,0.125,0.25,0,0,,,
4,4.125,0.25,0.375,0,0,,,
4,4.125,0.375,0.5,0,0,,,
4,4.125,0.5,0.625,1069,0.00502387397549,0.469341783092,0.0062563750979,0.00702060857292
4,4.125,0.625,0.75,0,0,,,
4,4.125,0.75,0.875,0,0,,,
4,4.125,0.875,1,0,0,,,
4,4.125,1,1.125,1023,0.00480769230769,0.87885168315,0.00887904695375,0.00731738264458
4,4.125,1.125,1.25,0,0,,,
4,4.125,1.25,1.375,0,0,,,
4,4.125,1.375,1.5,0,0,,,
4,4.125,1.5,1.625,853,0.00400876005715,1.23213889769,0.00929320701241,0.00638174930692
4,4.125,1.625,1.75,0,0,,,
4,4.125,1.75,1.875,0,0,,,
4,4.125,1.875,2,0,0,,,
4,4.125,2,2.125,643,0.00302184374765,1.53452999939,0.00846329502648,0.00496271873706
4,4.125,2.125,2.25,0,0,,,
4,4.125,2.25,2.375,0,0,,,
4,4.125,2.375,2.5,0,0,,,
4,4.125,2.5,2.625,433,0.00203492743815,1.79231874543,0.00707158121363,0.00374548980272
4,4.125,2.625,2.75,0,0,,,
4,4.125,2.75,2.875,0,0,,,
4,4.125,2.875,3,0,0,,,
4,4.125,3,3.125,275,0.00129239040529,2.01217834404,0.00555669271024,0.00232867621645
4,4.125,3.125,3.25,0,0,,,
4,4.125,3.25,3.375,0,0,,,
4,4.125,3.375,3.5,158,0.00074253703286,2.20053808354,0.00416740761427,0.00118053132365
4.125,4.25,0,0.125,661,0.00310643657418,0,0,0.0041322069631
4.125,4.25,0.125,0.25,0,0,,,
4.125,4.25,0.25,0.375,0,0,,,
4.125,4.25,0.375,0.5,0,0,,,
4.125,4.25,0.5,0.625,1100,0.00516956162117,0.470266565202,0.00552230061732,0.00587453163689
4.125,4.25,0.625,0.75,0,0,,,
4.125,4.25,0.75,0.875,0,0,,,
4.125,4.25,0.875,1,0,0,,,
4.125,4.25,1,1.125,888,0.00417324610873,0.882324424226,0.00789425790152,0.00644225603236
4.125,4.25,1.125,1.25,0,0,,,
4.125,4.25,1.25,1.375,0,0,,,
4.125,4.25,1.375,1.5,0,0,,,
4.125,4.25,1.5,1.625,677,0.00318163019776,1.239104745,0.00836037119894,0.00598242402282
4.125,4.25,1.625,1.75,0,0,,,
4.125,4.25,1.75,1.875,0,0,,,
4.125,4.25,1.875,2,0,0,,,
4.125,4.25,2,2.125,600,0.00281976088428,1.54688285958,0.00760007668787,0.00506250292273
4.125,4.25,2.125,2.25,0,0,,,
4.125,4.25,2.25,2.375,0,0,,,
4.125,4.25,2.375,2.5,0,0,,,
4.125,4.25,2.5,2.625,452,0.00212421986616,1.8099930948,0.00639361277606,0.00326960780057
4.125,4.25,2.625,2.75,0,0,,,
4.125,4.25,2.75,2.875,0,0,,,
4.125,4.25,2.875,3,0,0,,,
4.125,4.25,3,3.125,295,0.00138638243477,2.03530908727,0.00505739857064,0.00218773515456
4.125,4.25,3.125,3.25,0,0,,,
4.125,4.25,3.25,3.375,0,0,,,
4.125,4.25,3.375,3.5,150,0.000704940221069,2.23063490152,0.00379722615116,0.00117132018459
4.25,4.375,0,0.125,585,0.00274926686217,0,0,0.00373203193325
4.25,4.375,0.125,0.25,0,0,,,
4.25,4.375,0.25,0.375,0,0,,,
4.25,4.375,0.375,0.5,0,0,,,
4.25,4.375,0.5,0.625,1056,0.00496277915633,0.471169786885,0.00485044155913,0.00550220356565
4.25,4.375,0.625,0.75,0,0,,,
4.25,4.375,0.75,0.875,0,0,,,
4.25,4.375,0.875,1,0,0,,,
4.25,4.375,1,1.125,1022,0.00480299270622,0.885651246725,0.007004237732,0.00596500831233
4.25,4.375,1.125,1.25,0,0,,,
4.25,4.375,1.25,1.375,0,0,,,
4.25,4.375,1.375,1.5,0,0,,,
4.25,4.375,1.5,1.625,928,0.00436123016768,1.24625175604,0.00745230413881,0.00544001102987
4.25,4.375,1.625,1.75,0,0,,,
4.25,4.375,1.75,1.875,0,0,,,
4.25,4.375,1.875,2,0,0,,,
4.25,4.375,2,2.125,675,0.00317223099481,1.55898492446,0.0067958334158,0.00440781509371
4.25,4.375,2.125,2.25,0,0,,,
4.25,4.375,2.25,2.375,0,0,,,
4.25,4.375,2.375,2.5,0,0,,,
4.25,4.375,2.5,2.625,451,0.00211952026468,1.82860750122,0.00571246916695,0.00324638225711
4.25,4.375,2.625,2.75,0,0,,,
4.25,4.375,2.75,2.875,0,0,,,
4.25,4.375,2.875,3,0,0,,,
4.25,4.375,3,3.125,288,0.00135348522445,2.05958474673,0.00455497771738,0.00209381601278
4.25,4.375,3.125,3.25,0,0,,,
4.25,4.375,3.25,3.375,0,0,,,
4.25,4.375,3.375,3.5,136,0.000639145800436,2.26030656529,0.00344584292277,0.00106059396066
4.375,4.5,0,0.125,742,0.00348710429356,0,0,0.00338437341746
4.375,4.5,0.125,0.25,0,0,,,
4.375,4.5,0.25,0.375,0,0,,,
4.375,4.5,0.375,0.5,0,0,,,
4.375,4.5,0.5,0.625,1250,0.00587450184224,0.471917715193,0.00432848134409,0.00482122175893
4.375,4.5,0.625,0.75,0,0,,,
4.375,4.5,0.75,0.875,0,0,,,
4.375,4.5,0.875,1,0,0,,,
4.375,4.5,1,1.125,943,0.00443172418979,0.88883638329,0.00620334048124,0.00498178211077
4.375,4.5,1.125,1.25,0,0,,,
4.375,4.5,1.25,1.375,0,0,,,
4.375,4.5,1.375,1.5,0,0,,,
4.375,4.5,1.5,1.625,822,0.00386307241146,1.25375307966,0.00655539522473,0.00481542738396
4.375,4.5,1.625,1.75,0,0,,,
4.375,4.5,1.75,1.875,0,0,,,
4.375,4.5,1.875,2,0,0,,,
4.375,4.5,2,2.125,647,0.00304064215355,1.5704709737,0.00607316865595,0.0039973274639
4.375,4.5,2.125,2.25,0,0,,,
4.375,4.5,2.25,2.375,0,0,,,
4.375,4.5,2.375,2.5,0,0,,,
4.375,4.5,2.5,2.625,545,0.00256128280322,1.84431578859,0.00516551401802,0.00305553347295
4.375,4.5,2.625,2.75,0,0,,,
4.375,4.5,2.75,2.875,0,0,,,
4.375,4.5,2.875,3,0,0,,,
4.375,4.5,3,3.125,395,0.00185634258215,2.08051916167,0.00414025142976,0.00200675033882
4.375,4.5,3.125,3.25,0,0,,,
4.375,4.5,3.25,3.375,0,0,,,
4.375,4.5,3.375,3.5,181,0.000850627866757,2.28516973219,0.0031624432223,0.00103870252659
4.5,4.625,0,0.125,1021,0.00479829310474,0,0,0.00326719371428
4.5,4.625,0.125,0.25,0,0,,,
4.5,4.625,0.25,0.375,0,0,,,
4.5,4.625,0.375,0.5,0,0,,,
4.5,4.625,0.5,0.625,1627,0.00764625159786,0.472682762149,0.00382731854014,0.00450055424135
4.5,4.625,0.625,0.75,0,0,,,
4.5,4.625,0.75,0.875,0,0,,,
4.5,4.625,0.875,1,0,0,,,
4.5,4.625,1,1.125,1324,0.0062222723513,0.891513848435,0.0055690744399,0.0049183599305
4.5,4.625,1.125,1.25,0,0,,,
4.5,4.625,1.25,1.375,0,0,,,
4.5,4.625,1.375,1.5,0,0,,,
