strategy,frac_index,scaled_cumsum_mean,scaled_cumsum_std,n_curves,n_eigen_mean
standard_432,0.76,0.6804785485499733,0.06816848723545978,8,270.375
standard_432,0.765,0.684921105318181,0.06914417601143483,8,270.375
standard_432,0.77,0.6877698039276091,0.06900181486647648,8,270.375
standard_432,0.775,0.6908442692695227,0.06955314381874057,8,270.375
standard_432,0.78,0.6931344385652676,0.06953361332304878,8,270.375
standard_432,0.785,0.6987095571531946,0.07307369457925712,8,270.375
standard_432,0.79,0.7046379953519927,0.0727175644769081,8,270.375
standard_432,0.795,0.7085090008721685,0.07251809437592723,8,270.375
standard_432,0.8,0.711326930677253,0.0727451255204785,8,270.375
standard_432,0.805,0.7164156829433518,0.07162125631584236,8,270.375
standard_432,0.81,0.7212690585521443,0.07156888122134983,8,270.375
standard_432,0.8150000000000001,0.7280556413321777,0.06898065122762209,8,270.375
standard_432,0.8200000000000001,0.7329216999961715,0.06879472508468319,8,270.375
standard_432,0.8250000000000001,0.7405955393539294,0.0654567081954041,8,270.375
standard_432,0.8300000000000001,0.7444471642334588,0.06897240970074492,8,270.375
standard_432,0.8350000000000001,0.7484811624688081,0.06996182325746622,8,270.375
standard_432,0.84,0.7558620358702492,0.07093170825169696,8,270.375
standard_432,0.845,0.7589090002605479,0.06928878661918644,8,270.375
standard_432,0.85,0.764690098644282,0.06710013413168851,8,270.375
standard_432,0.855,0.7719017708183443,0.061712857914066305,8,270.375
standard_432,0.86,0.7789907437483069,0.05681511040899352,8,270.375
standard_432,0.865,0.783877420119969,0.056362044055361465,8,270.375
standard_432,0.87,0.7892132340771394,0.06059746280729228,8,270.375
standard_432,0.875,0.7935148643682928,0.06331010341768564,8,270.375
standard_432,0.88,0.7967592865457324,0.06235104991005057,8,270.375
standard_432,0.885,0.8003178736555637,0.06402282606388707,8,270.375
standard_432,0.89,0.8070591103294003,0.061771269754277304,8,270.375
standard_432,0.895,0.8121459255234194,0.06248454641398717,8,270.375
standard_432,0.9,0.816770376151946,0.06518363492433232,8,270.375
standard_432,0.905,0.8235279553377313,0.06477411535334203,8,270.375
standard_432,0.91,0.8285964210527013,0.06406869345999457,8,270.375
standard_432,0.915,0.8328406558961289,0.06510381038399883,8,270.375
standard_432,0.92,0.8381988747341756,0.06389374098492402,8,270.375
standard_432,0.925,0.8417842180377535,0.062269017018683835,8,270.375
standard_432,0.93,0.8445116075461875,0.0601773344256657,8,270.375
standard_432,0.935,0.8469076745079869,0.05934977558536222,8,270.375
standard_432,0.9400000000000001,0.8488091226446879,0.05936097303986904,8,270.375
standard_432,0.9450000000000001,0.8562637375867684,0.06136976464453622,8,270.375
standard_432,0.9500000000000001,0.8617734180287931,0.06301631032016798,8,270.375
standard_432,0.9550000000000001,0.8666418637647891,0.06146965996779276,8,270.375
standard_432,0.9600000000000001,0.8699586656120335,0.06078237726226267,8,270.375
standard_432,0.965,0.8742322152552612,0.06142416294744198,8,270.375
standard_432,0.97,0.8773365548289088,0.062162844788176075,8,270.375
standard_432,0.975,0.8823670080219296,0.06183623056236797,8,270.375
standard_432,0.98,0.8847511234566096,0.06097493388908334,8,270.375
standard_432,0.985,0.8886870343747627,0.05832496842630028,8,270.375
standard_432,0.99,0.891442068055341,0.058006978822306036,8,270.375
standard_432,0.995,0.8963534230363954,0.06093557975776851,8,270.375
standard_432,1.0,0.9026215610515348,0.05854852749720989,8,270.375
