residual_mode,space_cells,tau,model,sector,n_entries,rms_z,max_abs_z,rmse_raw
truth_mean,4,2,fitted,odd_even,2,0.4450987630948009,0.6136411941399981,0.0436976981679568
truth_mean,4,2,fitted,even_odd,2,0.3254845987177051,0.4409067727780812,0.019694910067196588
truth_mean,4,2,fitted,all_space_time,8,0.4664916896761927,0.9658297727079285,0.04684608012615224
truth_mean,4,2,no_advection,odd_odd,2,7.2875923146209995,8.9710515294965,1.320419295645395
truth_mean,4,2,no_advection,even_even,2,8.507243655501291,8.954870915029801,0.6643097289555887
truth_mean,4,2,no_advection,odd_even,2,0.47091390611476175,0.6298473148217554,0.0459557327210922
truth_mean,4,2,no_advection,even_odd,2,0.35224907734152777,0.4758424056382426,0.021321790534899375
truth_mean,4,2,no_advection,all_space_time,8,5.608654822630161,8.9710515294965,0.7394898715363307
truth_mean,4,2,reversed_advection,odd_odd,2,14.564636015010096,18.131515809211137,2.636389591164981
truth_mean,4,2,reversed_advection,even_even,2,0.6859022740486642,0.9687266821854001,0.05521643992301839
truth_mean,4,2,reversed_advection,odd_even,2,0.44562170109913296,0.6153343320597808,0.043763075670894346
truth_mean,4,2,reversed_advection,even_odd,2,0.35157056209889,0.47586998591112617,0.021275446553933885
truth_mean,4,2,reversed_advection,all_space_time,8,7.2959109222203935,18.131515809211137,1.3187083437078755
truth_mean,4,2,separable_same_margins,odd_odd,2,7.295180661228858,8.980802011025142,1.3217891082578985
truth_mean,4,2,separable_same_margins,even_even,2,15.63082353773683,16.30025252963288,1.221285257650765
truth_mean,4,2,separable_same_margins,odd_even,2,0.47006011578972345,0.6312126642329328,0.04590778175561441
truth_mean,4,2,separable_same_margins,even_odd,2,0.6372012902399441,0.7888668161386525,0.03895258055055677
truth_mean,4,2,separable_same_margins,all_space_time,8,8.633789540876228,16.30025252963288,0.9003178543189032
