basis,mode,time_index,leading_temporal_factor,time_energy_fraction
fitted_null,28,3,-0.603463469192,0.227307300731
fitted_null,28,4,0.028942007226,0.119848565207
fitted_null,28,5,0.241954008364,0.137417569003
fitted_null,28,6,-0.0769088939376,0.123000058741
fitted_null,28,7,-0.027286140755,0.0213814745391
fitted_null,29,0,-0.584827451683,0.152717071025
fitted_null,29,1,-0.325690438987,0.077475543474
fitted_null,29,2,-0.271042640794,0.113172483515
fitted_null,29,3,0.0663353847191,0.102136765107
fitted_null,29,4,0.1489926613,0.130186803393
fitted_null,29,5,0.198442171698,0.145801122191
fitted_null,29,6,0.225710337758,0.100983871097
fitted_null,29,7,0.601261031596,0.177526340198
fitted_null,30,0,0.0334095309295,0.0106089610705
fitted_null,30,1,-0.323339018226,0.106764152257
fitted_null,30,2,0.693418960503,0.361667846312
fitted_null,30,3,-0.596384286501,0.291601055306
fitted_null,30,4,0.0432213964591,0.10356816667
fitted_null,30,5,0.225509125629,0.0644840959401
fitted_null,30,6,-0.0318239190622,0.0467567448742
fitted_null,30,7,-0.0640030771701,0.0145489775703
fitted_null,31,0,0.0549350729636,0.00697584748528
fitted_null,31,1,-0.151104002177,0.0341571511047
fitted_null,31,2,0.163510469065,0.0837202163197
fitted_null,31,3,-0.102943208321,0.0592483462115
fitted_null,31,4,0.232768718897,0.0890299014938
fitted_null,31,5,-0.63065779171,0.317734580956
fitted_null,31,6,0.658253526299,0.34966704845
fitted_null,31,7,-0.227175062505,0.0594669079787
fitted_null,32,0,-0.178823645921,0.040950145064
fitted_null,32,1,0.302371993289,0.0995571739663
fitted_null,32,2,-0.100947823207,0.0301624845097
fitted_null,32,3,0.0220169644194,0.0227134649422
fitted_null,32,4,-0.365556101472,0.159644850723
fitted_null,32,5,0.68992623375,0.405108542712
fitted_null,32,6,-0.493079919123,0.22201370499
fitted_null,32,7,0.114720502174,0.0198496330932
fitted_null,33,0,0.0464967700353,0.00941752932861
fitted_null,33,1,0.0263966338642,0.0185106152301
fitted_null,33,2,-0.187273546284,0.0645126968198
fitted_null,33,3,-0.151777056819,0.0879720383657
fitted_null,33,4,0.770006508751,0.434707710571
fitted_null,33,5,-0.467268674714,0.226878483711
fitted_null,33,6,-0.260388060537,0.10222077328
fitted_null,33,7,0.244911477934,0.055780152694
fitted_null,34,0,0.0570449537146,0.0390516415586
fitted_null,34,1,0.263161370139,0.0667349634146
fitted_null,34,2,-0.275157079851,0.0786508310067
fitted_null,34,3,-0.153376358907,0.0445744671485
fitted_null,34,4,-0.448553281306,0.189946715492
fitted_null,34,5,0.556436272231,0.255054763466
fitted_null,34,6,0.400327293624,0.14877715836
fitted_null,34,7,-0.396450409527,0.177209459554
fitted_null,35,0,-0.333161653033,0.0924488281492
fitted_null,35,1,0.463968433081,0.171090114682
fitted_null,35,2,0.0611443830912,0.112458993192
fitted_null,35,3,-0.257833022359,0.117064627785
fitted_null,35,4,0.00382455943728,0.0691113923749
fitted_null,35,5,-0.235281595954,0.0776551755915
fitted_null,35,6,0.649924891121,0.260278389148
fitted_null,35,7,-0.354606376567,0.0998924790767
fitted_null,36,0,-0.562168373574,0.159304118243
fitted_null,36,1,-0.235011086955,0.0700586281356
fitted_null,36,2,-0.24363302048,0.0969398515233
fitted_null,36,3,0.0242455702925,0.115972791278
fitted_null,36,4,0.155384979887,0.144594939315
fitted_null,36,5,0.322816059892,0.138855060558
fitted_null,36,6,0.297964997961,0.087490895455
fitted_null,36,7,0.593004023516,0.186783715492
fitted_null,37,0,-0.30904235081,0.118176949424
fitted_null,37,1,0.658361425103,0.27521343279
fitted_null,37,2,-0.512624700072,0.161169787566
fitted_null,37,3,0.299690938503,0.162192233255
fitted_null,37,4,-0.293322607053,0.162841831442
fitted_null,37,5,0.160972582174,0.0869244990021
fitted_null,37,6,0.0544392659166,0.0134588256593
fitted_null,37,7,-0.0595009235488,0.0200224408618
fitted_null,38,0,-0.532644501296,0.13332990733
